"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JMEALPYA","JMEA_PYA","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","FREEFOOD","FREE_OOD"
"20081",1818185,53,0,"1",520,"D",0,"D",260,"D",390,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1818205,66,0,"1",1300,"D",325,"D",.,"A",130,"D",.,"A",.,"A",.,"A",100,"D",975,"D","2","D"
"20081",1818215,85,0,"1",520,"D",260,"D",.,"A",780,"D",.,"A",.,"A",.,"A",260,"D",260,"D","2","D"
"20081",1818225,45,0,"1",650,"D",65,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1818235,58,0,"1",1300,"D",260,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1818245,47,0,"1",1300,"D",390,"D",195,"D",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D"
"20081",1818255,78,0,"1",1625,"D",325,"D",390,"D",780,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1818285,70,0,"1",2600,"D",650,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","1","D"
"20081",1818305,67,0,"1",1560,"D",260,"D",325,"D",260,"D",0,"D",.,"A",.,"A",24,"D",1300,"D","2","D"
"20081",1818315,70,0,"1",1040,"D",0,"D",260,"D",650,"D",120,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1818325,65,0,"1",1300,"D",130,"D",195,"D",195,"D",30,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1818345,44,0,"1",1040,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1818365,71,0,"1",1300,"D",260,"D",.,"A",390,"D",24,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1818375,68,0,"1",910,"D",260,"D",.,"A",1560,"D",.,"A",.,"A",.,"A",240,"D",650,"D","2","D"
"20081",1818385,53,0,"1",650,"D",195,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1818395,35,0,"1",520,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1818405,49,0,"1",975,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",100,"D",975,"D","2","D"
"20081",1818425,27,0,"1",2275,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2015,"D","2","D"
"20081",1818445,70,0,"1",650,"D",65,"D",65,"D",1170,"D",0,"D",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1818455,42,0,"1",1950,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1755,"D","2","D"
"20081",1818465,110,0,"1",650,"D",26,"D",.,"A",2600,"D",30,"D",.,"A",.,"A",.,"A",624,"D","2","D"
"20081",1818495,67,0,"1",325,"D",26,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",299,"D","2","D"
"20081",1818505,25,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1818525,46,0,"1",1300,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1818545,41,0,"1",650,"D",0,"D",715,"D",455,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1818555,28,0,"1",1950,"D",650,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1818565,46,0,"1",520,"D",169,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",351,"D","2","D"
"20081",1818575,43,0,"1",1300,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1818585,34,0,"1",1625,"D",325,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1818595,68,0,"1",871,"D",260,"D",117,"D",65,"D",45,"D",.,"A",.,"A",.,"A",611,"D","2","D"
"20081",1818605,51,0,"1",780,"D",0,"D",.,"A",65,"D",18,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1818615,34,0,"1",1300,"D",233,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",942,"F","2","D"
"20081",1818625,82,0,"1",3822,"D",650,"D",975,"D",975,"D",45,"D",.,"A",.,"A",120,"D",3172,"D","2","D"
"20081",1818665,45,0,"1",2600,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",144,"D",2340,"D","2","D"
"20081",1818675,37,0,"1",1625,"D",390,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1235,"D","2","D"
"20081",1818685,45,0,"1",325,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",195,"D","2","D"
"20081",1818695,55,0,"1",1625,"D",325,"D",.,"A",845,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1818705,38,0,"1",975,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20081",1818715,68,0,"1",1300,"D",130,"D",.,"A",130,"D",30,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1818735,38,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1818755,33,0,"1",520,"D",65,"D",.,"A",780,"D",30,"D",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1818765,43,0,"1",780,"D",0,"D",.,"A",195,"D",0,"D",240,"D",960,"D",.,"A",780,"D","2","D"
"20081",1818775,86,0,"1",1625,"D",169,"D",221,"D",975,"D",.,"A",.,"A",.,"A",.,"A",1456,"D","2","D"
"20081",1818785,36,0,"1",0,"D",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",0,"D","2","D"
"20081",1818795,37,0,"1",1040,"D",130,"D",.,"A",390,"D",0,"D",.,"A",.,"A",39,"D",910,"D","2","D"
"20081",1818805,27,0,"1",390,"D",39,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",351,"D","2","D"
"20081",1818845,58,0,"1",1625,"D",325,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1818855,106,0,"1",1950,"D",650,"D",.,"A",1950,"D",75,"D",.,"A",.,"A",168,"D",1300,"D","2","D"
"20081",1818865,45,0,"1",1324,"F",.,"A",.,"A",635,"D",.,"A",.,"A",.,"A",.,"A",1063,"F","","C"
"20081",1818915,46,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1818925,44,0,"1",364,"D",0,"D",.,"A",208,"D",.,"A",.,"A",.,"A",.,"A",364,"D","2","D"
"20081",1818955,39,0,"1",325,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D"
"20081",1818975,68,0,"1",1885,"D",260,"D",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1818995,65,0,"1",1300,"D",260,"D",.,"A",104,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1819005,50,0,"1",780,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1819015,45,0,"1",1950,"D",650,"D",130,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1819025,86,0,"1",1430,"D",195,"D",.,"A",1300,"D",240,"D",.,"A",.,"A",.,"A",1235,"D","2","D"
"20081",1819035,55,0,"1",1625,"D",325,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1819065,55,0,"1",650,"D",65,"D",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1819095,56,0,"1",520,"D",65,"D",.,"A",1560,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1819105,31,0,"1",1300,"D",260,"D",.,"A",52,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1819125,100,0,"1",2678,"D",78,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D"
"20081",1819155,52,0,"1",2600,"D",260,"D",.,"A",195,"D",60,"D",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1819165,48,0,"1",585,"D",65,"D",130,"D",455,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1819205,52,0,"1",780,"D",182,"D",.,"A",1560,"D",.,"A",.,"A",.,"A",.,"A",598,"D","2","D"
"20081",1819215,57,0,"1",1170,"D",130,"D",130,"D",650,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1819225,33,0,"1",1300,"D",260,"D",91,"D",130,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1819245,25,0,"1",780,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1819255,37,0,"1",1300,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1819315,78,0,"1",1820,"D",390,"D",1040,"D",650,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1819335,45,0,"1",650,"D",260,"D",.,"A",910,"D",750,"D",.,"A",.,"A",.,"A",390,"D","2","D"
"20081",1819345,45,0,"1",845,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1819375,68,0,"1",780,"D",0,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1819385,69,0,"1",2600,"D",650,"D",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",1950,"D","2","D"
"20081",1819415,31,0,"1",1300,"D",390,"D",.,"A",1430,"D",0,"D",.,"A",.,"A",338,"D",910,"D","2","D"
"20081",1819435,50,0,"1",1001,"D",156,"D",.,"A",104,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20081",1819445,84,0,"1",1300,"D",390,"D",650,"D",1300,"D",90,"D",.,"A",.,"A",120,"D",910,"D","2","D"
"20081",1819465,60,0,"1",7800,"D",2080,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",5720,"D","2","D"
"20081",1819475,68,0,"1",1625,"D",650,"D",.,"A",1950,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1819495,56,0,"1",1950,"D",325,"D",260,"D",520,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1819505,49,0,"1",390,"D",0,"D",130,"D",910,"D",60,"D",.,"A",.,"A",.,"A",390,"D","2","D"
"20081",1819515,68,0,"1",1690,"D",260,"D",.,"A",195,"D",.,"A",.,"A",.,"A",144,"D",1430,"D","2","D"
"20081",1819555,111,0,"1",520,"D",52,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",468,"D","2","D"
"20081",1819575,65,0,"1",975,"D",260,"D",.,"A",91,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1819605,51,0,"1",1040,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D"
"20081",1819615,67,0,"1",1950,"D",130,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",288,"D",1820,"D","2","D"
"20081",1819635,67,0,"1",1040,"D",65,"D",260,"D",195,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1819645,46,0,"1",650,"D",65,"D",.,"A",0,"D",157,"F",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1819665,35,0,"1",650,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",520,"D","1","D"
"20081",1819675,68,0,"1",455,"D",130,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",325,"D","2","D"
"20081",1819695,61,0,"1",910,"D",130,"D",260,"D",325,"D",0,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1819715,46,0,"1",1300,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1819725,63,0,"1",910,"D",195,"D",195,"D",390,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1819735,53,0,"1",1690,"D",130,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D"
"20081",1819745,36,0,"1",1105,"D",65,"D",130,"D",0,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1819755,40,0,"1",5200,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",5200,"D","2","D"
"20081",1819775,42,0,"1",1300,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1819785,74,0,"1",2600,"D",650,"D",260,"D",650,"D",.,"A",.,"A",.,"A",240,"D",1950,"D","2","D"
"20081",1819795,56,0,"1",1560,"D",260,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1819805,51,0,"1",1690,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1560,"D","2","D"
"20081",1819815,64,0,"1",1324,"F",.,"A",.,"A",635,"D",.,"A",.,"A",.,"A",.,"A",1063,"F","","C"
"20081",1819825,65,0,"1",1495,"D",195,"D",.,"A",1950,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1819845,48,0,"1",650,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1819855,78,0,"1",1300,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",104,"D",1040,"D","2","D"
"20081",1819865,31,0,"1",1560,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1819875,34,0,"1",1300,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1819885,36,0,"1",3900,"D",344,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1700,"F","2","D"
"20081",1819905,68,0,"1",1625,"D",325,"D",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1819945,52,0,"1",1300,"D",260,"D",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1819955,47,0,"1",1950,"D",0,"D",1300,"D",4550,"D",600,"D",.,"A",.,"A",.,"A",1950,"D","2","D"
"20081",1819975,41,0,"1",2600,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D"
"20081",1819985,61,0,"1",520,"D",134,"F",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",527,"F","2","D"
"20081",1820015,52,0,"1",1950,"D",195,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",1755,"D","2","D"
"20081",1820035,50,0,"1",195,"D",130,"D",260,"D",130,"D",.,"A",525,"D",2100,"D",.,"A",65,"D","2","D"
"20081",1820045,41,0,"1",2600,"D",260,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1820055,44,0,"1",1950,"D",260,"D",.,"A",635,"D",0,"D",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1820065,78,0,"1",2340,"D",260,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D"
"20081",1820075,46,0,"1",1300,"D",0,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1820105,60,0,"1",650,"D",130,"D",.,"A",780,"D",30,"D",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1820125,38,0,"1",2600,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D"
"20081",1820165,58,0,"1",1495,"D",248,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",993,"F","2","D"
"20081",1820185,75,0,"1",3250,"D",0,"D",.,"A",650,"D",150,"D",.,"A",.,"A",.,"A",3250,"D","2","D"
"20081",1820195,38,0,"1",780,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1820225,94,0,"1",1950,"D",260,"D",65,"D",390,"D",.,"A",.,"A",.,"A",180,"D",1690,"D","2","D"
"20081",1820245,43,0,"1",1625,"D",195,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1820265,39,0,"1",130,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",130,"D","2","D"
"20081",1820275,70,0,"1",1170,"D",260,"D",.,"A",325,"D",15,"D",.,"A",.,"A",.,"A",910,"D","2","D"
"20081",1820295,43,0,"1",650,"D",0,"D",130,"D",195,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1820345,87,0,"1",845,"D",26,"D",52,"D",195,"D",84,"D",.,"A",.,"A",.,"A",819,"D","2","D"
"20081",1820375,46,0,"1",1040,"D",520,"D",.,"A",0,"D",30,"D",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1820405,48,0,"1",650,"D",65,"D",.,"A",325,"D",180,"D",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1820415,22,0,"1",585,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1820435,41,0,"1",2600,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1820455,70,0,"1",2600,"D",260,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1820475,71,0,"1",2210,"D",195,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",2015,"D","2","D"
"20081",1820485,82,0,"1",2080,"D",0,"D",195,"D",65,"D",.,"A",.,"A",.,"A",180,"D",2080,"D","2","D"
"20081",1820505,77,0,"1",2080,"D",325,"D",.,"A",975,"D",.,"A",.,"A",.,"A",50,"D",1755,"D","2","D"
"20081",1820515,53,0,"1",3250,"D",325,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",2925,"D","2","D"
"20081",1820535,116,0,"1",780,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",28,"D",780,"D","2","D"
"20081",1820545,47,0,"1",1300,"D",260,"D",260,"D",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1820555,64,0,"1",2600,"D",390,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D"
"20081",1820565,90,0,"1",2600,"D",975,"D",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1820575,95,0,"1",1300,"D",195,"D",65,"D",650,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D"
"20081",1820585,29,0,"1",1170,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1820595,58,0,"1",1950,"D",520,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1820605,63,0,"1",2600,"D",325,"D",650,"D",650,"D",.,"A",.,"A",.,"A",.,"A",2275,"D","2","D"
"20081",1820615,73,0,"1",2600,"D",390,"D",390,"D",650,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D"
"20081",1820625,55,0,"1",2600,"D",455,"D",325,"D",975,"D",0,"D",.,"A",.,"A",50,"D",2145,"D","2","D"
"20081",1820645,45,0,"1",975,"D",195,"D",260,"D",635,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1820665,102,0,"1",4225,"D",650,"D",.,"A",975,"D",300,"D",.,"A",.,"A",.,"A",3575,"D","2","D"
"20081",1820675,53,0,"1",1430,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1820695,69,0,"1",1300,"D",130,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1820705,94,0,"1",3250,"D",650,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D"
"20081",1820715,54,0,"1",780,"D",0,"D",.,"A",1625,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1820725,47,0,"1",741,"D",156,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1820745,64,0,"1",910,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1820765,70,0,"1",1950,"D",260,"D",325,"D",780,"D",150,"D",.,"A",.,"A",156,"D",1690,"D","2","D"
"20081",1820775,48,0,"1",1235,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D"
"20081",1820785,41,0,"1",910,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1820795,44,0,"1",975,"D",325,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1820805,54,0,"1",1300,"D",260,"D",260,"D",520,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1820815,47,0,"1",1040,"D",195,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20081",1820825,34,0,"1",650,"D",130,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1820855,47,0,"1",1300,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1820865,54,0,"1",1950,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1820905,41,0,"1",455,"D",65,"D",.,"A",130,"D",30,"D",.,"A",.,"A",.,"A",390,"D","2","D"
"20081",1820925,64,0,"1",2600,"D",260,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1820935,51,0,"1",2275,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2015,"D","2","D"
"20081",1820945,35,0,"1",2275,"D",325,"D",325,"D",390,"D",0,"D",.,"A",.,"A",.,"A",1950,"D","2","D"
"20081",1820975,93,0,"1",1950,"D",260,"D",65,"D",65,"D",0,"D",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1821055,40,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1821105,115,0,"1",1690,"D",195,"D",104,"D",520,"D",45,"D",.,"A",.,"A",.,"A",1495,"D","2","D"
