NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04689243,1,0,0,2021,2020,0,.15300,.15300,1,.20740,.20730,47,D,.05750,.05750,58600,D,0,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,0,D,0,D,0,D,5524,D,6735,2874,5561,7321,2879,2871,8966,8966,66999,66999,66999,65365,0,0,0,0,0,0,0,0,61475,61475,0,0,7361,7321,7361,7321,4500,4500,11524,11243,0,0,0,0,0,0,0
04689263,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,39,D,.00000,.00000,0,D,0,D,0,D,755,D,16674,D,0,D,0,D,6200,D,1506,D,0,D,0,D,0,D,0,D,0,D,-600,0,-1800,0,0,0,0,0,755,755,755,737,0,0,0,0,0,0,0,0,755,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689303,1,74,0,2021,2020,0,.15300,.15300,2,.22000,.22000,36,D,.04410,.04410,0,D,0,D,0,D,120988,D,0,D,0,D,0,D,2300,D,136,D,0,D,0,D,0,D,0,D,14240,D,11176,3523,8876,12327,3553,3508,0,0,121080,121080,121080,118127,0,0,0,0,0,0,0,0,121080,121080,0,0,12476,12327,12476,12327,0,0,0,0,0,0,0,0,0,0,0
04689333,1,0,0,2021,2020,2,.15300,.15300,1,.12000,.12000,22,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2700,D,190,D,0,D,0,D,0,D,0,D,6004,D,72,0,-1114,666,0,0,0,0,35048,35048,0,0,1000,1000,0,1000,0,0,0,0,35048,35048,0,0,1686,1666,1686,1666,0,0,0,0,0,0,0,0,0,0,0
04689383,1,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,05,D,.02780,.02780,16314,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-219,-95,-1409,376,-86,-99,2496,2496,16314,16314,16314,15916,0,0,0,0,0,0,0,0,16314,16314,0,0,391,376,391,376,4601,4601,0,0,0,0,0,0,107,110,0
04689393,1,39,0,2021,2020,3,.15300,.15300,2,.22000,.22000,28,D,.06840,.06840,70000,D,37000,D,0,D,0,D,0,D,0,D,0,D,2500,D,645,D,0,D,2,D,2,D,2,D,4124,D,1800,3790,-634,3017,3836,3766,16371,16371,107009,107009,107009,104399,4500,6500,0,6500,0,0,0,0,107009,107009,0,0,9666,9517,9666,9517,14000,14000,0,0,0,0,0,0,0,0,0
04689393,2,0,0,2021,2020,3,.15300,.15300,1,-.4000,-.4000,28,D,-.0400,-.0400,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2,D,2,D,2,D,0,D,-5667,0,-4000,-6500,0,0,0,0,0,0,0,0,0,6500,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,10300,10300,0,0,0,0,0,0,0,0,0
04689443,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,45,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2300,D,0,D,0,D,0,D,0,D,0,D,610,D,-1267,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689453,1,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,31,D,.01750,.01750,17497,D,0,D,0,D,4248,D,0,D,0,D,18000,D,0,D,175,D,0,D,0,D,0,D,0,D,0,D,325,241,-866,920,243,240,2677,2677,21745,21745,21745,21215,0,0,0,0,0,0,0,0,21745,21745,0,0,935,920,935,920,0,0,0,0,50,50,0,0,0,0,0
04689463,1,37,0,2021,2020,3,.15300,.15300,2,.12000,.12000,05,D,.00000,.00000,0,D,62000,D,0,D,0,D,0,D,0,D,16200,D,0,D,0,D,0,D,2,D,3,D,3,D,0,D,-5890,0,-7731,-4970,0,0,9486,9486,62000,62000,62000,60488,4069,9000,1931,9000,0,0,0,0,62000,62000,0,0,4069,4030,4069,4030,9202,9202,0,0,0,0,0,0,0,0,0
04689463,2,0,0,2021,2020,3,.15300,.15300,1,.00000,.00000,05,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2,D,3,D,3,D,0,D,-7333,0,-4000,-9000,0,0,0,0,0,0,-0,-0,0,9000,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,9202,9202,0,0,0,0,0,0,0,0,0
04689473,1,0,0,2021,2020,1,.15300,.15300,1,.10000,.10000,05,D,.00780,.00780,23935,D,0,D,0,D,0,D,0,D,0,D,12300,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-582,-51,-1772,14,-47,-53,3662,3662,23935,23935,23935,23351,500,500,0,500,0,0,0,0,23935,23935,0,0,529,514,529,514,9202,9202,0,0,0,0,0,0,47,52,0
04689483,1,63,0,2021,2020,0,.15300,.15300,2,.22000,.22000,03,D,.03340,.03340,80000,D,40000,D,0,D,0,D,0,D,0,D,0,D,2000,D,200,D,0,D,0,D,0,D,0,D,6792,D,11225,2750,8924,12375,2771,2740,18360,18360,120000,120000,120000,117073,0,0,0,0,0,0,0,0,120000,120000,0,0,12524,12375,12524,12375,24800,24800,11763,11446,0,0,0,0,0,0,0
04689533,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,20089,D,0,D,0,D,900,D,45,D,0,D,0,D,0,D,0,D,0,D,-600,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689533,3,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,20192,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-600,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689593,1,47,0,2021,2020,2,.15300,.15300,1,.12000,.12000,39,D,.03070,.03070,43000,D,0,D,0,D,0,D,0,D,0,D,0,D,2800,D,60,D,0,D,0,D,1,D,1,D,2108,D,-1140,1320,-1660,-880,1320,1320,6579,6579,43000,43000,43000,41951,2500,3500,0,3500,0,0,0,0,43000,43000,0,0,2640,2620,2640,2620,0,0,0,0,0,0,0,0,0,0,0
04689603,1,36,0,2021,2020,3,.15300,.15300,2,.33060,.33060,05,D,.00000,.00000,0,D,45000,D,0,D,0,D,0,D,0,D,0,D,2000,D,0,D,0,D,3,D,3,D,3,D,11496,D,-10872,0,-13365,-9625,0,0,6885,6885,45000,45000,45000,43902,2029,9000,3971,9000,0,0,2494,2615,45000,45000,0,0,2029,1990,2029,1990,9202,9202,13496,13167,0,0,0,0,0,0,0
04689633,1,37,0,2021,2020,2,.15300,.15300,1,.33060,.33060,37,D,.05450,.06050,42000,D,0,D,0,D,0,D,0,D,0,D,10200,D,0,D,4,D,0,D,2,D,2,D,2,D,20,D,-5369,579,-6616,-4746,751,493,6426,6426,42000,42000,42000,40976,2520,6000,1480,6000,0,0,1136,1246,42000,42000,0,0,2520,2500,2520,2500,9350,9350,0,0,0,0,200,415,57,61,0
04689653,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,34,D,.00000,.00000,938,D,0,D,0,D,1305,D,0,D,0,D,8388,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-672,0,-1872,-72,0,0,144,144,2243,2243,2243,2188,0,0,0,0,0,0,72,72,2243,2243,0,0,0,0,0,0,10750,10750,0,0,0,0,0,0,0,0,0
04689683,1,63,0,2021,2020,0,.15300,.15300,2,.22000,.22000,44,D,.00000,.00000,22902,D,0,D,0,D,23946,D,20262,D,0,D,0,D,8300,D,80,D,0,D,0,D,0,D,0,D,5368,D,15881,0,13580,17031,0,0,3504,3504,141166,141166,0,0,0,0,0,0,0,0,0,0,141166,141166,0,0,17180,17031,17180,17031,0,0,0,0,0,0,0,0,0,0,0
04689733,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.32000,19,D,.04680,.04680,75000,D,0,D,0,D,0,D,0,D,0,D,8400,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,9536,2692,8549,10029,2711,2683,11475,11475,77460,77460,77460,75571,0,0,0,0,0,0,0,0,77460,77460,0,0,10103,10029,10103,10029,0,0,0,0,0,0,0,0,0,0,0
04689773,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.32000,39,D,.03070,.03070,82322,D,0,D,0,D,0,D,0,D,0,D,20400,D,0,D,1066,D,0,D,0,D,0,D,0,D,40,D,10767,2527,10105,11098,2527,2527,12595,12595,82322,82322,82322,80314,0,0,0,0,0,0,0,0,82322,82322,0,0,11173,11098,11173,11098,0,0,0,0,0,0,0,0,0,0,0
04689783,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,14,D,-.0138,-.0138,0,D,0,D,0,D,0,D,0,D,0,D,0,D,8000,D,0,D,0,D,0,D,0,D,0,D,200,D,-600,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689823,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,07,D,-.0176,-.0176,0,D,0,D,0,D,0,D,26094,D,0,D,0,D,3000,D,565,D,0,D,0,D,0,D,0,D,0,D,-600,0,-1800,0,0,0,0,0,6000,6000,6000,5854,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689833,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,2520,D,0,D,0,D,0,D,1300,D,0,D,0,D,0,D,0,D,0,D,0,D,-1267,0,-1800,-1000,0,0,0,0,2970,2970,0,0,0,1000,0,1000,0,0,0,0,2970,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689843,1,47,0,2021,2020,2,.03800,.03800,2,.24000,.24000,34,D,.05250,.05250,200000,D,52000,D,0,D,0,D,0,D,0,D,0,D,5500,D,340,D,0,D,1,D,2,D,2,D,21076,D,37103,12082,37181,37064,12101,12073,30849,31370,252000,252000,252000,245854,4000,4000,0,4000,0,0,0,0,230924,230924,0,0,41181,41064,41181,41064,21500,21500,20000,20000,0,0,0,0,0,0,0
04689873,1,0,0,2021,2020,0,.15300,.15300,1,.22200,.22200,0,T,.00000,.00000,0,D,0,D,7200,D,16533,D,29478,D,0,D,0,D,6300,D,461,D,0,D,0,D,0,D,0,D,6000,D,4010,0,2811,4609,0,0,0,0,52830,52830,0,0,0,0,0,0,0,0,0,0,46830,46830,0,0,4611,4609,4611,4609,0,0,0,0,0,0,0,0,0,0,0
04689883,1,54,0,2021,2020,0,.16200,.16200,2,.24000,.24000,33,D,.06410,.06550,105905,D,200000,D,0,D,2000,D,0,D,0,D,0,D,6000,D,200,D,0,D,0,D,0,D,0,D,31200,D,60343,20155,60421,60304,20155,20155,39581,40102,342290,342290,342290,333941,0,0,0,0,0,0,0,0,311090,311090,0,0,60421,60304,60421,60304,16050,16050,27863,27183,0,0,0,0,0,0,0
04689893,1,55,0,2021,2020,2,.15300,.15300,2,.22000,.22000,05,D,.08690,.08690,132000,D,0,D,0,D,0,D,0,D,0,D,0,D,6500,D,5523,D,0,D,1,D,2,D,2,D,14820,D,8163,3536,6460,9015,3631,3489,20196,20196,132000,132000,132000,128781,4000,6000,0,6000,0,0,0,0,117180,132000,0,0,15160,15015,15160,15015,9202,9202,21210,20831,0,0,0,0,0,0,0
04689933,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,18582,D,0,D,0,D,1300,D,25,D,0,D,0,D,0,D,0,D,6172,D,-600,0,-1800,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04689943,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,05,D,.06000,.06000,28567,D,0,D,14760,D,0,D,0,D,0,D,13128,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2757,859,1570,3350,886,845,4371,4371,42127,42127,42127,41100,0,0,0,0,0,0,0,0,42127,42127,0,0,3370,3350,3370,3350,4601,4601,0,0,0,0,0,0,0,0,0
04689973,1,0,0,2021,2020,0,.15300,.15300,1,.21850,.21850,48,D,.00000,.00000,74060,D,0,D,0,D,0,D,0,D,0,D,0,D,5500,D,330,D,0,D,0,D,0,D,0,D,9984,D,7815,0,6644,8400,0,0,11331,11331,74200,74200,0,0,0,0,0,0,0,0,0,0,64216,64216,0,0,8444,8400,8444,8400,0,0,0,0,0,0,0,0,0,0,0
04689973,2,45,0,2021,2020,0,.15300,.15300,2,.12000,.12000,48,D,.00000,.00000,28000,D,28545,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2188,0,-186,3375,0,0,8651,8651,56545,56545,0,0,0,0,0,0,0,0,0,0,56545,56545,0,0,3414,3375,3414,3375,0,0,0,0,0,0,0,0,0,0,0
04690023,1,0,0,2021,2020,2,.15300,.15300,1,.10000,.10000,14,D,.04950,.04950,30000,D,0,D,0,D,0,D,0,D,0,D,30000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-475,1140,-1665,120,1140,1140,4590,4590,30000,30000,30000,29268,1000,1000,0,1000,0,0,0,0,30000,30000,0,0,1135,1120,1135,1120,0,0,0,0,0,0,0,0,0,0,0
04690023,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,14,D,.04950,.04950,25000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,702,1122,-486,1295,1122,1122,3825,3825,25000,25000,25000,24390,0,0,0,0,0,0,0,0,25000,25000,0,0,1315,1295,1315,1295,0,0,0,0,0,0,0,0,0,0,0
04690023,4,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,14,D,-.0138,-.0138,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1267,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04690033,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,34,D,.05250,.05250,102000,D,0,D,0,D,0,D,0,D,0,D,0,D,4100,D,1885,D,0,D,0,D,0,D,0,D,10104,D,13779,4609,13807,13766,4609,4609,15606,15606,102000,102000,102000,99512,0,0,0,0,0,0,0,0,91896,91896,0,0,13807,13766,13807,13766,10750,10750,14204,13858,0,0,0,0,0,0,0
04690063,1,53,0,2021,2020,2,.15300,.15300,2,.12000,.12000,47,D,.05750,.05750,0,D,35950,D,0,D,0,D,0,D,0,D,0,D,3900,D,0,D,0,D,1,D,1,D,1,D,0,D,-1536,2154,-3977,-316,2171,2146,5500,5500,54950,54950,54950,53610,2500,3500,0,3500,0,0,0,0,54950,54950,0,0,3223,3184,3223,3184,9000,9000,0,0,0,0,0,0,0,0,0
04690063,2,0,0,2021,2020,2,.15300,.15300,1,-.3400,-.3400,47,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,1,D,1,D,0,D,-3300,0,-2900,-3500,0,0,0,0,0,0,0,0,0,3500,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04690073,1,0,0,2021,2020,0,.15300,.15300,1,.22130,.22130,23,D,.06170,.17540,0,D,0,D,7800,D,23040,D,20982,D,0,D,0,D,3580,D,2755,D,0,D,0,D,0,D,0,D,6188,D,2619,-16,1421,3219,51,-49,0,0,41571,41571,30840,30088,0,0,0,0,0,0,0,0,35383,35383,0,0,3221,3219,3221,3219,0,0,0,0,1058,1125,0,0,0,0,0
04690083,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,10,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,60,D,0,D,0,D,0,D,0,D,0,D,0,D,-1267,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04690103,1,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,12,D,.06950,.06950,22000,D,0,D,0,D,0,D,0,D,0,D,12000,D,0,D,36,D,0,D,0,D,0,D,0,D,0,D,353,845,-837,948,856,839,3366,3366,22029,22029,22029,21492,0,0,0,0,0,0,0,0,22029,22029,0,0,963,948,963,948,2200,2200,892,854,0,0,0,0,0,0,0
04690103,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,12,D,.07350,.07750,28000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1062,1332,-126,1655,1345,1325,4284,4284,28000,28000,28000,27317,0,0,0,0,0,0,0,0,28000,28000,0,0,1675,1655,1675,1655,2200,2200,1345,1293,0,0,0,0,0,0,0
04690113,1,0,0,2021,2020,0,.15300,.15300,1,.24000,.24000,44,D,.00000,.00000,107000,D,0,D,0,D,0,D,0,D,0,D,0,D,2400,D,20,D,0,D,0,D,0,D,0,D,3348,D,19193,0,19256,19162,0,0,16371,16371,117300,117300,0,0,0,0,0,0,0,0,0,0,117300,117300,0,0,19256,19162,19256,19162,0,0,0,0,0,0,0,0,0,0,0
04690173,1,56,0,2021,2020,1,.15300,.15300,1,-.0765,-.0765,10,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,3180,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-933,0,-1800,-500,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04690183,1,54,0,2021,2020,1,.15300,.15300,2,.22000,.22000,39,D,.03070,.03070,64468,D,44706,D,0,D,0,D,0,D,0,D,0,D,2500,D,230,D,0,D,0,D,0,D,0,D,7492,D,8343,3352,6042,9493,3352,3352,16704,16704,109174,109174,109174,106511,500,500,0,500,0,0,0,0,109174,109174,0,0,10142,9993,10142,9993,0,0,0,0,0,0,0,0,0,0,0
04690183,2,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,39,D,.03070,.03070,55416,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4274,1701,3124,4849,1701,1701,8479,8479,53916,53916,55416,54064,0,0,0,0,0,0,0,0,53916,53916,0,0,4924,4849,4924,4849,0,0,0,0,0,0,0,0,0,0,0
04690183,3,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,39,D,.03070,.03070,24551,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,648,754,-539,1241,754,754,3756,3756,24551,24551,24551,23952,0,0,0,0,0,0,0,0,24551,24551,0,0,1261,1241,1261,1241,0,0,0,0,0,0,0,0,0,0,0
04690183,4,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,39,D,.03070,.03070,17092,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-141,525,-1331,454,525,525,2615,2615,17092,17092,17092,16675,0,0,0,0,0,0,0,0,17092,17092,0,0,469,454,469,454,0,0,0,0,0,0,0,0,0,0,0
04690203,1,70,0,2021,2020,1,.15300,.15300,1,.00000,.00000,24,D,-.1090,-.1101,3092,D,0,D,0,D,0,D,24582,D,0,D,0,D,3600,D,1192,D,0,D,0,D,0,D,0,D,1312,D,-933,-2736,-1800,-500,-2748,-2730,473,473,4460,4460,4460,4351,0,500,0,500,0,0,0,0,4460,4460,0,0,0,0,0,0,20300,19951,6104,5955,2459,2381,0,0,289,282,0
04690213,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,48,D,.00000,.00000,9000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1203,0,16,1796,0,0,1377,1377,29175,29175,0,0,0,0,0,0,0,0,0,0,29175,29175,0,0,1816,1796,1816,1796,0,0,0,0,0,0,0,0,0,0,0
04690253,1,67,0,2021,2020,0,.15300,.15300,2,.12000,.22000,03,D,.03340,.03340,0,D,85000,D,0,D,0,D,25782,D,0,D,0,D,3940,D,0,D,0,D,0,D,0,D,0,D,14704,D,8096,1510,5759,9264,1531,1499,13005,13005,106915,106915,85000,82927,0,0,0,0,0,0,0,0,106915,106915,0,0,9359,9264,9359,9264,24800,24800,20175,19651,0,0,0,0,0,0,0
04690283,1,25,0,2021,2020,3,.15300,.15300,1,.25980,.15980,38,D,.09310,.10190,30000,D,0,D,0,D,0,D,0,D,0,D,0,D,4100,D,326,D,0,D,1,D,1,D,1,D,1880,D,-5275,701,-6179,-4823,784,659,4590,4590,30000,30000,30000,29268,1135,4000,1400,4000,0,0,1879,1943,30000,30000,0,0,1135,1120,1135,1120,3727,3727,0,0,0,0,0,0,169,171,0
04690283,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,38,D,.07700,.08750,25000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,702,1439,-486,1295,1522,1397,3825,3825,25000,25000,25000,24390,0,0,0,0,0,0,0,0,25000,25000,0,0,1315,1295,1315,1295,2315,2315,0,0,0,0,0,0,0,0,0
04690283,3,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,38,D,.07700,.07700,38651,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2340,2504,1153,2933,2616,2448,5914,5914,38651,38651,38651,37708,0,0,0,0,0,0,0,0,38651,38651,0,0,2953,2933,2953,2933,2315,2315,0,0,0,0,0,0,0,0,0
04690353,1,73,0,2021,2020,0,.02900,.02900,2,.24000,.24000,0,T,.00000,.00000,182520,D,0,D,0,D,0,D,34745,D,0,D,0,D,0,D,60,D,0,D,0,D,0,D,0,D,8400,D,32662,0,32788,32599,0,0,22368,22889,212053,212053,0,0,0,0,0,0,0,0,0,0,212053,212053,0,0,32788,32599,32788,32599,0,0,0,0,0,0,0,0,0,0,0
04690453,1,50,0,2021,2020,1,.15300,.15300,1,.00000,.00000,12,D,.00000,.00000,18252,D,0,D,0,D,0,D,0,D,0,D,20400,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,-4540,0,-5384,-4118,0,0,2793,2793,18252,18252,18252,17807,0,500,0,500,0,0,3584,3618,18252,18252,0,0,0,0,0,0,3212,3212,370,364,0,0,0,0,220,193,0
04690453,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,12,D,.07600,.07600,31994,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1541,1695,354,2134,1707,1689,4895,4895,31994,31994,31994,31214,0,0,0,0,0,0,0,0,31994,31994,0,0,2154,2134,2154,2134,2200,2200,1707,1648,0,0,0,0,0,0,0
04690453,3,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,12,D,.07330,.07330,42022,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2744,2447,1557,3338,2457,2441,6429,6429,42022,42022,42022,40997,0,0,0,0,0,0,0,0,42022,42022,0,0,3357,3338,3357,3338,2200,2200,2455,2381,0,0,0,0,0,0,0
04690503,1,32,0,2021,2020,2,.15300,.15300,1,.12000,.12000,22,D,.05000,.05000,40000,D,0,D,0,D,0,D,0,D,0,D,18000,D,0,D,95,D,0,D,1,D,2,D,2,D,0,D,-1765,2061,-2352,-1472,2075,2053,6120,6120,58900,58900,40000,39024,4000,6000,0,6000,0,0,0,0,58900,58900,0,0,4548,4528,4548,4528,0,0,0,0,0,0,0,0,0,0,0
04690503,2,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,22,D,.04620,.04620,20100,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,160,704,-1030,755,708,703,3075,3075,20100,20100,20100,19610,0,0,0,0,0,0,0,0,20100,20100,0,0,770,755,770,755,0,0,0,0,0,0,0,0,0,0,0
04690513,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,05,D,.09300,.09300,72103,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,180,D,8275,3225,7125,8850,3282,3197,11032,11032,72103,72103,72103,70344,0,0,0,0,0,0,0,0,72103,72103,0,0,8925,8850,8925,8850,4601,4601,180,176,0,0,0,0,0,0,0
04690583,1,0,0,2021,2020,0,.03800,.03800,1,.35000,.35000,23,D,.04250,.04250,274007,D,0,D,0,D,0,D,0,D,0,D,0,D,500,D,1520,D,0,D,0,D,0,D,0,D,0,D,64383,11225,64583,64283,11228,11223,25687,26208,268936,268936,268936,262377,0,0,0,0,0,0,0,0,268936,268936,0,0,64583,64283,64583,64283,0,0,0,0,0,0,0,0,0,0,0
04690593,1,39,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,06,D,-.0077,-.0077,0,D,0,D,0,D,0,D,0,D,0,D,7200,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1267,0,-1800,-1000,0,0,0,0,3000,3000,3000,2927,0,1000,0,1000,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04735442,1,63,0,2021,2020,1,.15300,.15300,1,-.0765,-.0765,19,D,-.0038,-.0038,0,D,0,D,0,D,0,D,10182,D,0,D,0,D,180,D,0,D,0,D,0,D,0,D,0,D,0,D,-1150,0,-1800,-500,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04735542,1,53,0,2021,2020,2,.15300,.15300,2,.12000,.12000,05,D,.00000,.00000,49653,D,0,D,0,D,0,D,0,D,0,D,0,D,3100,D,0,D,0,D,1,D,1,D,1,D,3504,D,-2782,0,-4613,-952,0,0,7597,7597,49653,49653,49653,48442,2500,3500,0,3500,0,0,0,0,49653,49653,0,0,2587,2548,2587,2548,9202,9202,6604,6443,0,0,0,0,0,0,0
