NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04545334,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,14,D,.04950,.04950,24602,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,357,1103,-533,1247,1103,1103,3764,3764,24602,24602,24602,24002,0,0,0,0,0,0,0,0,24602,24602,0,0,1267,1247,1267,1247,0,0,0,0,0,0,0,0,0,0,0
04545334,3,0,0,2021,2020,0,.15300,.15300,1,.17650,.17650,14,D,.06330,.06330,15208,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-680,628,-1566,207,629,627,2327,2327,15208,15208,15208,14837,0,0,0,0,0,0,47,59,15208,15208,0,0,281,266,281,266,0,0,0,0,0,0,0,0,8,10,0
04545344,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,17,D,.05700,.05700,70000,D,0,D,0,D,0,D,0,D,0,D,0,D,2000,D,540,D,0,D,0,D,0,D,0,D,4320,D,6271,2900,5408,7134,2908,2893,10710,10710,64300,64300,64300,62732,0,0,0,0,0,0,0,0,64300,64300,0,0,7208,7134,7208,7134,3000,3000,0,0,0,0,0,0,0,0,0
04545344,2,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,17,D,.05700,.05700,60000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,5325,2655,4462,6188,2663,2648,9180,9180,60000,60000,60000,58537,0,0,0,0,0,0,0,0,60000,60000,0,0,6262,6188,6262,6188,3000,3000,0,0,0,0,0,0,0,0,0
04545404,1,25,0,2021,2020,0,.15300,.15300,2,.00000,.00000,45,D,.00000,.00000,10000,D,14000,D,0,D,0,D,0,D,0,D,7200,D,0,D,0,D,0,D,0,D,0,D,0,D,2632,D,-1800,0,-3600,0,0,0,3672,3672,23403,23403,23403,22832,0,0,0,0,0,0,0,0,23403,23403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04545454,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,24,D,-.0390,-.0390,0,D,0,D,0,D,2926,D,25782,D,0,D,0,D,6400,D,516,D,0,D,0,D,0,D,0,D,0,D,-900,-2898,-1800,0,-2862,-2934,0,0,2926,2926,2926,2855,0,0,0,0,0,0,0,0,2926,2926,0,0,0,0,0,0,12400,12244,6916,6747,2862,2862,0,0,0,0,0
04545484,1,0,0,2021,2020,1,.15300,.15300,1,.27980,.27980,44,D,.00000,.00000,31000,D,0,D,0,D,0,D,0,D,0,D,10572,D,0,D,50,D,0,D,1,D,1,D,1,D,3000,D,-3840,0,-4748,-2932,0,0,4743,4743,33400,33400,0,0,1488,3000,512,3000,0,0,1336,1400,33400,33400,0,0,1488,1468,1488,1468,0,0,0,0,0,0,0,0,0,0,0
04545504,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1600,D,0,D,0,D,0,D,0,D,0,D,6110,D,-1400,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04545514,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,44,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2000,D,0,D,0,D,0,D,0,D,0,D,208,D,-1400,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04545554,1,0,0,2021,2020,1,.15300,.15300,2,-.0765,-.0765,44,D,.00000,.00000,0,D,0,D,0,D,15456,D,18702,D,0,D,0,D,2350,D,25,D,0,D,0,D,0,D,0,D,5792,D,-2050,0,-3600,-500,0,0,0,0,16856,16856,0,0,0,500,0,500,0,0,0,0,16856,16856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04545564,1,0,0,2021,2020,2,.15300,.15300,1,.10000,.00000,05,D,.00780,.00780,25350,D,0,D,0,D,0,D,0,D,0,D,28800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1073,-39,-1800,-345,-36,-42,3879,3879,25350,25350,25350,24732,670,1000,0,1000,0,0,0,0,25350,25350,0,0,670,655,670,655,9202,9202,0,0,0,0,0,0,36,41,0
04545584,1,0,0,2021,2020,0,.03800,.03800,1,.35000,.35000,05,D,.09300,.09300,274007,D,0,D,0,D,0,D,0,D,0,D,0,D,7000,D,1916,D,0,D,0,D,0,D,0,D,600,D,66207,22142,66357,66057,22183,22101,25687,26208,274007,274007,274007,267324,0,0,0,0,0,0,0,0,274007,274007,0,0,66357,66057,66357,66057,4601,4601,0,0,0,0,0,0,0,0,0
04545594,1,43,0,2021,2020,2,.15300,.15300,1,-.4000,-.5500,34,D,.00000,.00000,12800,D,0,D,0,D,0,D,0,D,0,D,0,D,1300,D,0,D,0,D,2,D,2,D,2,D,4212,D,-10893,0,-10665,-11120,0,0,1958,1958,12800,12800,12800,12488,0,6000,1545,6000,0,0,5120,5120,12800,12800,0,0,0,0,0,0,16125,16125,5512,5378,0,0,0,0,0,0,0
04545644,1,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,47,D,.05000,.05000,16586,D,0,D,0,D,0,D,0,D,0,D,0,D,2300,D,0,D,0,D,0,D,0,D,0,D,0,D,-489,423,-1381,404,428,418,2538,2538,16586,16586,16586,16181,0,0,0,0,0,0,0,0,16586,16586,0,0,419,404,419,404,4500,4500,0,0,0,0,0,0,0,0,0
04545654,1,0,29,2021,2020,3,.15300,.15300,2,.12000,.12000,0,T,.00000,.00000,62222,D,0,D,0,D,0,D,0,D,0,D,0,D,5000,D,200,D,100,D,3,D,3,D,3,D,6600,D,-6874,0,-8804,-4943,0,0,9520,9520,62222,62222,0,0,4096,9000,1904,9000,0,0,0,0,62222,62222,0,0,4096,4057,4096,4057,0,0,0,0,0,0,0,0,0,0,0
04545674,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,10,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,18000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-900,0,-1800,0,0,0,0,0,4521,4521,0,0,0,0,0,0,0,0,0,0,4521,4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04545684,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.27000,50,D,.07020,.06420,0,D,0,D,0,D,63703,D,26720,D,0,D,0,D,2200,D,1010,D,0,D,0,D,0,D,0,D,5068,D,12588,3058,12399,12777,3070,3046,0,0,89952,89952,67240,65600,0,0,0,0,0,0,0,0,89952,89952,0,0,12851,12777,12851,12777,4905,5102,5068,4944,0,0,0,0,0,0,0
04545724,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,19,D,-.0038,-.0038,0,D,0,D,0,D,0,D,13396,D,0,D,0,D,760,D,0,D,0,D,0,D,0,D,0,D,0,D,-900,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04545744,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,01,D,.04000,.04020,40000,D,0,D,0,D,0,D,0,D,0,D,6840,D,0,D,690,D,0,D,0,D,0,D,0,D,2400,D,2205,1419,1315,3095,1422,1416,6120,6120,40000,40000,40000,39024,0,0,0,0,0,0,0,0,40000,40000,0,0,3115,3095,3115,3095,2000,2000,6150,6000,0,0,0,0,0,0,0
04545744,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,01,D,.04000,.04020,37302,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1881,1465,991,2771,1468,1463,5707,5707,37302,37302,37302,36392,0,0,0,0,0,0,0,0,37302,37302,0,0,2791,2771,2791,2771,2000,2000,2854,2784,0,0,0,0,0,0,0
04545794,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,06,D,-.0077,-.0077,0,D,0,D,0,D,0,D,29562,D,0,D,0,D,2500,D,2136,D,0,D,0,D,0,D,0,D,5880,D,-900,0,-1800,0,0,0,0,0,4588,4588,4588,4476,0,0,0,0,0,0,0,0,4588,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04545814,1,35,0,2021,2020,1,.03800,.03800,2,.24000,.24000,44,D,.00000,.00000,190000,D,70000,D,0,D,0,D,0,D,0,D,0,D,19009,D,250,D,5600,D,1,D,1,D,1,D,22748,D,40041,0,40099,39982,0,0,33385,33906,260000,260000,0,0,2000,2000,0,2000,600,600,0,0,237252,237252,0,0,42699,42582,42699,42582,0,0,0,0,0,0,0,0,0,0,0
04545874,1,0,50,2021,2020,0,.15300,.15300,2,.12000,.12000,21,D,.04750,.04750,60377,D,14886,D,12000,D,0,D,0,D,0,D,0,D,6800,D,0,D,0,D,0,D,0,D,0,D,2228,D,5287,3505,3507,7068,3513,3497,11515,11515,87313,87313,86113,83983,0,0,0,0,0,0,0,0,87313,87313,0,0,7107,7068,7107,7068,4650,4650,0,0,0,0,0,0,0,0,0
04545904,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,33,D,.06090,.06090,49267,D,0,D,0,D,0,D,0,D,0,D,0,D,3300,D,0,D,0,D,0,D,0,D,0,D,300,D,6263,3156,5401,7126,3165,3147,7538,7538,64267,64267,64267,62700,0,0,0,0,0,0,0,0,64267,64267,0,0,7201,7126,7201,7126,8000,8000,3600,3512,0,0,0,0,0,0,0
04545954,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,23,D,.02590,.02520,0,D,0,D,0,D,0,D,0,D,0,D,0,D,7500,D,0,D,0,D,0,D,0,D,0,D,1065,D,-1400,-2240,-1800,-1000,-2212,-2268,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0
04545974,1,0,0,2021,2020,1,.15300,.15300,2,.22000,.32000,01,D,.03490,.03520,81770,D,68463,D,0,D,3646,D,0,D,0,D,0,D,2800,D,0,D,0,D,0,D,0,D,0,D,5940,D,17797,5452,16265,19328,5463,5440,22986,22986,153879,153879,153879,150126,500,500,0,500,0,0,0,0,153879,153879,0,0,19977,19828,19977,19828,4000,4000,20233,19739,0,0,0,0,0,0,0
04546004,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,44,D,.00000,.00000,50000,D,0,D,0,D,0,D,0,D,0,D,10800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3405,0,2515,4295,0,0,7650,7650,50000,50000,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,4315,4295,4315,4295,0,0,0,0,0,0,0,0,0,0,0
04546004,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,44,D,.00000,.00000,32000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1245,0,355,2135,0,0,4896,4896,32000,32000,0,0,0,0,0,0,0,0,0,0,32000,32000,0,0,2155,2135,2155,2135,0,0,0,0,0,0,0,0,0,0,0
04546004,3,0,0,2021,2020,1,.15300,.15300,1,-.3400,-.3400,44,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,-1150,0,-1800,-500,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04546014,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,07,D,.09010,.04550,45000,D,0,D,0,D,0,D,0,D,0,D,0,D,3000,D,1062,D,0,D,0,D,0,D,0,D,3612,D,2805,1806,1915,3695,1833,1778,6885,6885,45000,45000,45000,43902,0,0,0,0,0,0,0,0,45000,45000,0,0,3715,3695,3715,3695,0,0,0,0,0,0,0,0,0,0,0
04546024,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,01,D,.04000,.04020,40795,D,0,D,0,D,0,D,0,D,0,D,0,D,1800,D,0,D,0,D,0,D,0,D,0,D,4524,D,2300,1289,1410,3190,1292,1286,6242,6242,40795,40795,40795,39800,0,0,0,0,0,0,0,0,40795,40795,0,0,3210,3190,3210,3190,2000,2000,9445,9214,0,0,0,0,0,0,0
04546044,1,56,0,2021,2020,0,.03800,.03800,2,.24000,.24000,0,T,.00000,.00000,234520,D,54000,D,0,D,0,D,0,D,0,D,0,D,1800,D,7,D,0,D,0,D,0,D,0,D,10536,D,49677,0,49772,49583,0,0,32485,33005,281520,281520,0,0,0,0,0,0,0,0,0,0,281520,281520,0,0,49772,49583,49772,49583,0,0,0,0,0,0,0,0,0,0,0
04546044,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,0,T,.00000,.00000,43684,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2647,0,1757,3537,0,0,6684,6684,43684,43684,0,0,0,0,0,0,0,0,0,0,43684,43684,0,0,3557,3537,3557,3537,0,0,0,0,0,0,0,0,0,0,0
04546114,1,0,0,2021,2020,3,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,1376,D,0,D,0,D,0,D,2000,D,0,D,0,D,0,D,0,D,0,D,0,D,-1650,0,-1800,-1500,0,0,0,0,1376,1376,0,0,0,1500,0,1500,0,0,0,0,1376,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04546134,1,0,71,2021,2020,0,.15300,.15300,2,.22200,.22200,05,D,.00000,.00000,33944,D,0,D,0,D,0,D,53712,D,0,D,0,D,6600,D,3100,D,0,D,0,D,0,D,0,D,8320,D,2492,0,712,4273,0,0,5193,5193,65324,65324,39944,38970,0,0,0,0,0,0,0,0,65324,65324,0,0,4312,4273,4312,4273,9202,9202,17179,16749,0,0,0,0,0,0,0
04546154,1,0,30,2021,2020,2,.15300,.15300,2,.12000,.12000,45,D,.06250,.06250,84000,D,0,D,0,D,0,D,0,D,0,D,0,D,3000,D,15,D,0,D,2,D,2,D,2,D,16968,D,-1211,3290,-3091,670,3304,3275,12852,12852,84000,84000,84000,81951,4000,6000,0,6000,0,0,0,0,84000,84000,0,0,6709,6670,6709,6670,0,0,0,0,0,0,0,0,0,0,0
04546174,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,28,D,.06840,.06840,20000,D,0,D,0,D,20400,D,0,D,0,D,9200,D,0,D,700,D,0,D,0,D,0,D,0,D,0,D,6295,2857,5433,7158,2874,2839,3060,3060,64412,64412,64412,62841,0,0,0,0,0,0,0,0,64412,64412,0,0,7233,7158,7233,7158,7000,7000,0,0,0,0,0,0,0,0,0
04546224,1,40,0,2021,2020,0,.15300,.15300,2,.22000,.27000,44,D,.00000,.00000,110000,D,87000,D,0,D,0,D,0,D,0,D,12000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,27427,0,27279,27575,0,0,30141,30141,189091,189091,0,0,0,0,0,0,0,0,0,0,189091,189091,0,0,27724,27575,27724,27575,0,0,0,0,0,0,0,0,0,0,0
04546234,1,54,0,2021,2020,1,.15300,.15300,1,.12000,.12000,22,D,.05000,.05000,46770,D,0,D,0,D,0,D,0,D,0,D,0,D,580,D,0,D,0,D,0,D,1,D,1,D,3456,D,137,2032,-253,527,2038,2026,7156,7156,50562,50562,46770,45629,2000,3000,0,3000,0,0,0,0,50562,50562,0,0,3547,3527,3547,3527,0,0,0,0,0,0,0,0,0,0,0
04546234,2,0,0,2021,2020,1,.15300,.15300,2,.25980,.25980,22,D,.09400,.09410,0,D,34000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,1,D,1,D,0,D,-6163,255,-7961,-4365,276,234,5202,5202,34000,34000,34000,33171,920,3000,1080,3000,0,0,2181,2255,34000,34000,0,0,920,890,920,890,0,0,0,0,0,0,0,0,654,660,0
04546314,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,03,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,10800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1400,-76,-1800,-1000,-75,-77,0,0,12000,12000,12000,11707,0,1000,0,1000,0,0,0,0,12000,12000,0,0,0,0,0,0,18600,18600,288,284,0,0,0,0,0,0,0
04546324,1,36,0,2021,2020,4,.15300,.15300,2,.22000,.22000,45,D,.06250,.06250,127000,D,18000,D,0,D,0,D,0,D,0,D,0,D,3000,D,4510,D,0,D,4,D,4,D,4,D,0,D,3950,7030,2024,5875,7046,7015,22185,22185,145000,145000,145000,141463,8000,12000,0,12000,0,0,0,0,145000,145000,0,0,18024,17875,18024,17875,0,0,0,0,0,0,0,0,0,0,0
04546354,1,0,58,2021,2020,0,.15300,.15300,2,.22000,.22000,50,D,.06270,.06270,75000,D,65000,D,0,D,0,D,0,D,0,D,0,D,3800,D,10,D,0,D,0,D,0,D,0,D,6236,D,15050,6885,13324,16775,6904,6865,21420,21420,140000,140000,140000,136585,0,0,0,0,0,0,0,0,140000,140000,0,0,16924,16775,16924,16775,0,0,6236,6084,0,0,0,0,0,0,0
04546354,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,50,D,.07020,.07020,45505,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2865,1800,1975,3756,1818,1783,6962,6962,45505,45505,45505,44395,0,0,0,0,0,0,0,0,45505,45505,0,0,3775,3756,3775,3756,7513,7646,0,0,0,0,0,0,0,0,0
04546364,1,0,0,2021,2020,0,.15300,.15300,1,.02350,.02350,48,D,.00000,.00000,0,D,0,D,0,D,15480,D,17112,D,0,D,0,D,5000,D,3212,D,0,D,0,D,0,D,0,D,400,D,-592,0,-1484,301,0,0,0,0,15560,15560,0,0,0,0,0,0,0,0,0,0,15560,15560,0,0,316,301,316,301,0,0,0,0,0,0,0,0,0,0,0
04546394,1,0,0,2021,2020,2,.15300,.15300,2,.22000,.22000,34,D,.05250,.05250,50000,D,61296,D,0,D,0,D,0,D,0,D,0,D,900,D,0,D,0,D,0,D,0,D,0,D,0,D,7735,4700,6009,9460,4714,4686,17028,17028,111296,111296,111296,108581,1000,1000,0,1000,0,0,0,0,111296,111296,0,0,10609,10460,10609,10460,21500,21500,900,878,0,0,0,0,0,0,0
04546424,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,18,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,7800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-900,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,2650,0,0,0,0,0,0,0,0,0
04546444,1,0,0,2021,2020,1,.15300,.15300,1,.10000,.10000,06,D,.04550,.04550,24000,D,0,D,0,D,0,D,0,D,0,D,25704,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-873,240,-1765,20,243,237,3672,3672,24000,24000,24000,23415,500,500,0,500,0,0,0,0,24000,24000,0,0,535,520,535,520,0,0,0,0,0,0,0,0,0,0,0
04546444,2,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,06,D,-.0077,-.0077,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-900,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04546444,3,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,06,D,-.0077,-.0077,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-900,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04546444,4,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,06,D,-.0077,-.0077,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-900,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04546454,1,61,0,2021,2020,0,.15300,.15300,2,.15000,.15000,0,T,.00000,.00000,0,D,0,D,0,D,28800,D,19782,D,0,D,0,D,12000,D,30,D,0,D,0,D,0,D,0,D,0,D,-1080,0,-2865,705,0,0,0,0,32146,32146,0,0,0,0,0,0,0,0,0,0,32146,32146,0,0,735,705,735,705,0,0,0,0,0,0,0,0,0,0,0
04546464,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,05,D,.06000,.06000,45125,D,0,D,0,D,0,D,0,D,0,D,24000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2519,895,1629,3409,916,875,6904,6904,42618,42618,42618,41579,0,0,0,0,0,0,0,0,42618,42618,0,0,3429,3409,3429,3409,4601,4601,0,0,0,0,0,0,0,0,0
04546464,2,0,65,2021,2020,0,.15300,.15300,2,.10000,.10000,05,D,.00000,.00000,34109,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1185,0,-2970,600,0,0,5219,5219,32404,32404,32404,31614,0,0,0,0,0,0,0,0,32404,32404,0,0,630,600,630,600,9202,9202,0,0,0,0,0,0,0,0,0
04546494,1,0,58,2021,2020,0,.15300,.15300,2,.22000,.22000,39,D,.03070,.03070,0,D,141416,D,0,D,0,D,0,D,0,D,0,D,5300,D,165,D,0,D,0,D,0,D,0,D,0,D,8433,4341,6707,10158,4341,4341,21176,21637,109923,109923,141416,137967,0,0,0,0,0,0,0,0,109923,109923,0,0,10307,10158,10307,10158,0,0,0,0,0,0,0,0,0,0,0
04546514,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,13158,D,0,D,6480,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-900,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04546564,1,40,0,2021,2020,1,.15300,.15300,1,.10000,.10000,50,D,.05700,.05700,27000,D,0,D,0,D,0,D,0,D,0,D,0,D,2000,D,0,D,0,D,0,D,0,D,0,D,8320,D,-573,254,-1465,320,267,242,4131,4131,27000,27000,27000,26341,500,500,0,500,0,0,0,0,27000,27000,0,0,835,820,835,820,11791,11939,8320,8117,0,0,0,0,0,0,0
04546584,1,0,0,2021,2020,1,.15300,.15300,2,.22000,.22000,15,D,.03230,.03230,25000,D,110000,D,0,D,0,D,0,D,0,D,0,D,4600,D,265,D,0,D,0,D,0,D,1,D,2400,D,13450,4133,11724,15175,4134,4131,20655,20655,135000,135000,135000,131707,500,500,0,500,0,0,0,0,135000,135000,0,0,15824,15675,15824,15675,0,0,0,0,0,0,0,0,0,0,0
04546634,1,33,0,2021,2020,1,.15300,.15300,2,.22000,.22000,07,D,.06400,.06400,60000,D,63000,D,0,D,0,D,0,D,0,D,0,D,7000,D,60,D,0,D,1,D,1,D,1,D,10356,D,5842,5291,4066,7617,5344,5237,18819,18819,112010,112010,112010,109278,2000,3000,0,3000,0,0,0,0,112010,112010,0,0,10766,10617,10766,10617,0,0,0,0,55,106,0,0,0,0,0
04546644,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,23,D,-.0046,-.0046,0,D,0,D,0,D,137,D,17274,D,0,D,0,D,450,D,1054,D,0,D,0,D,0,D,0,D,1568,D,-900,0,-1800,0,0,0,0,0,142,142,142,139,0,0,0,0,0,0,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04546664,1,0,53,2021,2020,1,.15300,.15300,2,.22000,.27000,05,D,.10250,.10250,94594,D,104808,D,6000,D,0,D,0,D,0,D,0,D,24309,D,700,D,0,D,0,D,1,D,1,D,14412,D,26910,10383,26913,26906,10470,10295,30509,30509,195143,195143,195143,190383,2000,2000,0,2000,0,0,0,0,195143,195143,0,0,29055,28906,29055,28906,9202,9202,14024,13852,0,0,0,0,0,0,0
04546674,1,0,0,2021,2020,2,.15300,.15300,1,.12000,.12000,05,D,.00000,.00000,34610,D,0,D,0,D,0,D,0,D,0,D,0,D,240,D,80,D,0,D,0,D,0,D,0,D,0,D,-277,0,-1167,613,0,0,5295,5295,34610,34610,34610,33766,1000,1000,0,1000,0,0,0,0,34610,34610,0,0,1633,1613,1633,1613,9202,9202,320,312,0,0,0,0,0,0,0
04546694,1,45,0,2021,2020,1,.15300,.15300,2,.22000,.32000,39,D,.03070,.03070,0,D,175000,D,0,D,0,D,0,D,0,D,0,D,5500,D,425,D,0,D,0,D,0,D,0,D,12432,D,18235,5373,16784,19685,5373,5373,22150,22671,155500,155500,175000,170732,500,500,0,500,0,0,0,0,155500,155500,0,0,20334,20185,20334,20185,0,0,0,0,0,0,0,0,0,0,0
04546744,1,0,0,2021,2020,0,.15300,.15300,1,.20080,.20470,38,D,.08750,.06960,0,D,0,D,0,D,60000,D,7002,D,0,D,0,D,2800,D,15,D,0,D,0,D,0,D,0,D,6304,D,6619,3424,5726,7513,3488,3359,0,0,65952,65952,60000,58537,0,0,0,0,0,0,0,0,59648,59648,0,0,7526,7513,7526,7513,2315,2315,9119,8897,0,0,0,0,0,0,0
04546754,1,47,0,2021,2020,2,.15300,.15300,2,.25980,.10000,0,T,.00000,.00000,48000,D,0,D,0,D,0,D,0,D,0,D,0,D,1500,D,940,D,0,D,1,D,1,D,1,D,0,D,-3504,0,-5330,-1678,0,0,7344,7344,43500,43500,0,0,1870,3500,630,3500,0,0,0,18,43500,43500,0,0,1870,1840,1870,1840,0,0,0,0,0,0,0,0,0,0,0
04546794,1,48,0,2021,2020,1,.02900,.02900,2,.22000,.27000,14,D,.04950,.04950,160000,D,38000,D,0,D,0,D,0,D,0,D,0,D,10000,D,980,D,0,D,0,D,1,D,1,D,7456,D,26068,8644,25986,26151,8644,8644,27529,28050,191710,191710,191710,187034,2000,2000,0,2000,0,0,0,0,191710,191710,0,0,28300,28151,28300,28151,0,0,0,0,500,488,0,0,0,0,0
