"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QPSF3MCX","QPSF_MCX","QSSF3MCX","QSSF_MCX","QEAD3MCX","QEAD_MCX","QREC3MCX","QREC_MCX","QFLM3MCX","QFLM_MCX","QFLP3MCX","QFLP_MCX","QPVD3MCX","QPVD_MCX","QRVD3MCX","QRVD_MCX","QENT3MCX","QENT_MCX","QBR3MCX","QBR3MCX_","QNMG3MCX","QNMG_MCX","QAFL3MCX","QAFL_MCX","QVFL3MCX","QVFL_MCX","QAGR3MCX","QAGR_MCX","QONL3MCX","QONL_MCX"
"20121",2377645,15,0,"1",.,"A",.,"A",18,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",22,"D",.,"A",10,"D",.,"A",.,"A",.,"A"
"20121",2377705,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2377725,18,0,"1",.,"A",280,"D",18,"D",.,"A",.,"A",6,"D",50,"D",.,"A",30,"D",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A"
"20121",2377735,20,0,"1",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",39,"D",.,"A",.,"A",10,"D",.,"A"
"20121",2377785,20,0,"1",100,"D",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2377865,30,0,"1",.,"A",.,"A",241,"D",30,"D",.,"A",15,"D",90,"D",10,"D",10,"D",37,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2377925,19,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2377965,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378005,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",21,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378035,25,0,"1",.,"A",100,"D",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A"
"20121",2378095,25,0,"1",.,"A",.,"A",88,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",.,"A",40,"D",51,"D",.,"A",.,"A"
"20121",2378115,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378165,29,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378285,43,0,"1",.,"A",.,"A",.,"A",35,"D",.,"A",.,"A",46,"D",.,"A",.,"A",.,"A",.,"A",1,"D",.,"A",.,"A",.,"A"
"20121",2378305,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",12,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2378415,21,0,"1",.,"A",25,"D",.,"A",60,"D",.,"A",15,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378575,17,0,"1",109,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378585,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",1,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2378635,16,0,"1",181,"D",.,"A",.,"A",40,"D",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378665,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378685,21,0,"1",.,"A",.,"A",48,"D",36,"D",.,"A",38,"D",28,"D",24,"D",120,"D",30,"D",11,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2378745,25,0,"1",.,"A",120,"D",.,"A",43,"D",.,"A",.,"A",30,"D",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378765,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",28,"D",16,"D",.,"A",.,"A",50,"D",.,"A"
"20121",2378795,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A"
"20121",2378825,24,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2378845,22,0,"1",.,"A",.,"A",12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",5,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2378905,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",12,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2379155,26,0,"1",.,"A",.,"A",42,"D",.,"A",.,"A",0,"D",50,"D",.,"A",104,"D",73,"D",.,"A",30,"D",.,"A",.,"A",.,"A"
"20121",2379225,33,0,"1",60,"D",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A",24,"D",.,"A",.,"A",.,"A",51,"D",.,"A",.,"A",.,"A"
"20121",2379245,18,0,"1",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",57,"D",.,"A",150,"D",35,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2379255,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",32,"D",5,"D",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2379265,23,0,"1",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379375,18,0,"1",.,"A",.,"A",.,"A",65,"D",.,"A",.,"A",.,"A",64,"D",.,"A",64,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379385,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379425,20,0,"1",.,"A",.,"A",40,"D",40,"D",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379435,16,0,"1",.,"A",.,"A",160,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379465,23,0,"1",.,"A",.,"A",32,"D",26,"D",.,"A",.,"A",.,"A",.,"A",.,"A",39,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379485,21,0,"1",.,"A",40,"D",.,"A",75,"D",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",3,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2379505,16,0,"1",140,"D",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D"
"20121",2379625,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",15,"D",18,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2379635,14,0,"1",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379665,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",6,"D",.,"A",.,"A",.,"A",32,"D"
"20121",2379735,30,0,"1",60,"D",.,"A",16,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379755,15,0,"1",.,"A",.,"A",48,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D"
"20121",2379805,39,0,"1",.,"A",.,"A",39,"D",23,"D",.,"A",.,"A",66,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379815,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",100,"D",.,"A",.,"A",25,"D",35,"D",15,"D",30,"D"
"20121",2379835,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379855,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2379865,15,0,"1",.,"A",.,"A",92,"F",54,"F",.,"A",.,"A",.,"A",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379875,19,0,"1",180,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379905,28,0,"1",35,"D",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",42,"F",.,"A",.,"A",.,"A"
"20121",2379935,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",15,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379955,24,0,"1",30,"D",.,"A",22,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A"
"20121",2379965,15,0,"1",360,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2379985,14,0,"1",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A"
"20121",2379995,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",29,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20121",2380055,20,0,"1",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380065,21,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2380075,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380125,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380155,30,0,"1",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380165,29,0,"1",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",33,"D",26,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380215,25,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380225,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",42,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380235,15,0,"1",.,"A",30,"D",50,"D",.,"A",.,"A",.,"A",.,"A",37,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380355,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2380535,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380605,17,0,"1",10,"D",.,"A",7,"D",41,"D",.,"A",24,"D",.,"A",.,"A",5,"D",78,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380615,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2380625,18,0,"1",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380655,25,0,"1",0,"D",14,"D",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",80,"D",.,"A",80,"D",10,"D",20,"D",.,"A"
"20121",2380675,20,0,"1",82,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380705,44,0,"1",.,"A",15,"D",30,"D",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",35,"D",9,"D",.,"A",.,"A"
"20121",2380745,17,0,"1",.,"A",.,"A",100,"D",50,"D",.,"A",.,"A",.,"A",10,"D",120,"D",260,"D",9,"D",50,"D",.,"A",0,"D",.,"A"
"20121",2380765,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380775,15,0,"1",25,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",50,"D",.,"A",50,"D",.,"A",.,"A",.,"A"
"20121",2380845,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380885,36,0,"1",.,"A",.,"A",34,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",38,"D",.,"A",24,"D",.,"A",.,"A"
"20121",2380925,35,0,"1",.,"A",40,"D",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",15,"D"
"20121",2380955,15,0,"1",.,"A",7,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2380995,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381005,13,0,"1",.,"A",.,"A",220,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381045,13,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381055,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",64,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2381065,15,0,"1",.,"A",.,"A",42,"D",.,"A",.,"A",.,"A",.,"A",39,"D",.,"A",25,"D",4,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2381095,25,0,"1",165,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",.,"A",315,"D",50,"D",.,"A",125,"D",50,"D",.,"A",.,"A"
"20121",2381115,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",14,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381225,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",54,"D",.,"A",.,"A",22,"D",6,"D",51,"D",66,"D",.,"A",.,"A"
"20121",2381285,18,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381375,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",3,"D",15,"D",50,"D",.,"A",.,"A",.,"A"
"20121",2381385,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A",.,"A",8,"D",9,"D",.,"A",.,"A",.,"A"
"20121",2381405,33,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",210,"D",33,"D",.,"A",.,"A",.,"A"
"20121",2381435,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",37,"F",.,"A",.,"A",.,"A",.,"A"
"20121",2381505,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381525,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2381575,24,0,"1",.,"A",350,"D",60,"D",.,"A",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",10,"D",20,"D",.,"A",.,"A",.,"A"
"20121",2381595,37,0,"1",80,"D",.,"A",175,"D",.,"A",.,"A",.,"A",.,"A",2,"D",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381615,15,0,"1",.,"A",.,"A",.,"A",222,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381725,16,0,"1",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381735,20,0,"1",.,"A",.,"A",52,"D",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381745,17,0,"1",150,"D",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",35,"D",.,"A",.,"A",.,"A"
"20121",2381805,16,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",100,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2381825,20,0,"1",300,"D",.,"A",.,"A",.,"A",.,"A",4,"D",100,"D",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2381885,26,0,"1",.,"A",.,"A",.,"A",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",22,"D",.,"A",.,"A",.,"A"
"20121",2381905,21,0,"1",.,"A",150,"D",25,"D",.,"A",.,"A",40,"D",100,"D",.,"A",.,"A",40,"D",.,"A",15,"D",.,"A",.,"A",.,"A"
"20121",2381935,18,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",30,"D",30,"D",.,"A",100,"D",.,"A",30,"D",.,"A",20,"D",.,"A"
"20121",2381985,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",10,"D",.,"A",.,"A",.,"A"
"20121",2382025,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382085,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382105,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",3,"D",.,"A",.,"A"
"20121",2382135,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382145,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382185,20,0,"1",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382215,19,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",25,"D",3,"D",.,"A",52,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382245,51,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",2,"D",.,"A",5,"D",.,"A",5,"D",.,"A",.,"A",.,"A",5,"D",.,"A"
"20121",2382285,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382305,30,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",75,"D",.,"A",50,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382325,20,0,"1",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",144,"D",.,"A",60,"D",5,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2382365,23,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",3,"D",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A"
"20121",2382375,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382385,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2382395,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382415,42,0,"1",50,"D",.,"A",20,"D",.,"A",.,"A",.,"A",15,"D",.,"A",20,"D",90,"D",.,"A",18,"D",48,"D",.,"A",.,"A"
"20121",2382425,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2382455,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",32,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2382565,24,0,"1",60,"D",.,"A",20,"D",.,"A",.,"A",100,"D",.,"A",10,"D",.,"A",30,"D",15,"D",6,"D",.,"A",.,"A",.,"A"
"20121",2382635,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2382685,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",36,"D",.,"A",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A"
"20121",2382695,21,0,"1",.,"A",.,"A",125,"D",.,"A",.,"A",.,"A",20,"D",30,"D",.,"A",20,"D",10,"D",.,"A",.,"A",20,"D",.,"A"
"20121",2382745,35,0,"1",.,"A",.,"A",37,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382765,17,0,"1",.,"A",50,"D",100,"D",.,"A",.,"A",.,"A",45,"D",36,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382785,24,0,"1",.,"A",.,"A",30,"D",40,"D",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A"
"20121",2382795,15,0,"1",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A"
"20121",2382835,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",120,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20121",2382845,23,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
