"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20123",2539703,46,0,"5","01","D","100","D",0.04,"D",306940,"D",30,"D",1697,"D","3","D","4","D",,"A",,"A",232,"D",431,"D",433,"D",434,"D",893,"D",891,"D",890,"D",,"A","07","D","2010","D","2","D",,"A",296387,"D",295909,"D",295430,"D","01","D","1","D",,"A",,"A",1412,"D",1412,"D",1412,"D","1","D","2","D"
"20123",2539713,26,0,"5","01","D","100","D",0.0475,"D",100000,"D",30,"D",1930,"D","3","D",,"A",,"A",,"A",1408,"D",361,"D",362,"D",364,"D",161,"D",160,"D",158,"D",,"A","04","D","1990","D","1","D",,"A",40713,"D",40353,"D",39990,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2539723,23,0,"5","01","D","100","D",0.0784,"F",88000,"F",30,"F",680,"F",,"B",,"B",,"B",,"B",44,"F",103,"F",103,"F",104,"F",533,"F",533,"F",532,"F",,"A","08","F","2005","F","1","F",,"A",81610,"F",81507,"F",81404,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2539743,68,0,"1","03","D","500","D",0.05,"D",41727,"D",30,"D",224,"D",,"A",,"A",,"A",,"A",0,"D",145,"D",146,"D",147,"D",79,"D",78,"D",77,"D",,"A","02","D","1991","D","1","D",,"A",18873,"D",18728,"D",18582,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2539863,65,0,"5","02","D","400","D",0.0784,"D",25990,"D",5,"D",525,"D",,"A",,"A",,"A",,"A",0,"D",362,"D",365,"D",367,"D",163,"D",160,"D",158,"D",,"A","03","D","2012","D","1","D",,"A",24917,"D",24555,"D",24191,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2539923,32,0,"5","01","D","100","D",0.0425,"D",390000,"D",30,"D",2100,"D",,"B",,"B",,"B",,"B",181,"D",594,"D",596,"D",598,"D",1325,"D",1323,"D",1321,"D",,"A","02","D","2010","D","1","D",,"A",374200,"D",373607,"D",373011,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2539963,69,0,"5","01","D","100","D",0.0438,"D",599703,"T",30,"D",5009,"T","3","D","4","D",,"A",,"A",702,"D",746,"D",749,"D",751,"D",1952,"D",1949,"D",1947,"D",,"A","11","D","2011","D","1","D",,"A",539262,"T",538183,"T",534299,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2539983,32,0,"5","01","D","100","D",0.054,"D",84000,"D",30,"D",730,"D","3","D","4","D",,"A",,"A",258,"D",232,"D",233,"D",234,"D",240,"D",239,"D",238,"D",,"A","09","D","1995","D","1","D",,"A",53383,"D",53152,"D",52919,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540033,23,0,"5","02","D","300","D",0.14,"D",70,"D",12,"D",1,"D",,"C",,"C",,"C",,"C",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","09","D","1981","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20123",2540063,29,0,"5","01","D","100","D",0.06,"D",140000,"D",30,"D",1417,"D","3","D","4","D","5","D",,"A",578,"D",274,"D",275,"D",277,"D",565,"D",564,"D",562,"D",,"A","02","D","2001","D","1","D",,"A",113019,"D",112745,"D",112470,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540103,49,0,"5","01","D","100","D",0.0525,"F",54000,"F",15,"F",2500,"F",,"B",,"B",,"B",,"B",2066,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","11","F","1977","F","1","F",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540143,53,0,"5","01","D","100","D",0.0475,"F",210000,"F",30,"F",1449,"F","3","F",,"A",,"A",,"A",354,"F",299,"F",300,"F",302,"F",796,"F",795,"F",793,"F",,"A","10","F","2009","F","1","F","062012","F",201021,"F",200722,"F",200421,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540303,23,0,"1","01","D","100","D",0.0784,"D",134000,"D",30,"D",1067,"D","3","D",,"A",,"A",,"A",99,"D",126,"D",127,"D",128,"D",842,"D",841,"D",840,"D",,"A","06","D","2008","D","1","D",,"A",128803,"D",128676,"D",128549,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540343,49,0,"5","01","D","100","D",0.0784,"F",80724,"F",15,"F",1460,"F","3","F","4","F",,"A",,"A",696,"F",364,"F",366,"F",368,"F",400,"F",398,"F",396,"F",,"A","10","F","2006","F","1","F",,"A",61279,"F",60915,"F",60549,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540393,43,0,"5","02","D","300","D",0.0525,"F",140000,"F",30,"F",1600,"F","3","F",,"A",,"A",,"A",827,"F",330,"F",331,"F",333,"F",443,"F",442,"F",440,"F",,"A","07","F","1998","F","1","F",,"A",101295,"F",100965,"F",100634,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540423,35,0,"5","01","D","100","D",0.0784,"D",154263,"D",15,"D",1460,"D","3","D",,"A",,"A",,"A",0,"D",532,"D",536,"D",539,"D",928,"D",924,"D",921,"D",,"A","05","D","2010","D","1","D",,"A",142027,"D",141495,"D",140959,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540483,90,0,"5","01","D","100","D",0.04,"D",418922,"D",30,"D",2000,"D",,"A",,"A",,"A",,"A",0,"D",725,"D",727,"D",730,"D",1275,"D",1273,"D",1270,"D","092012","D","11","D","2007","D","1","D",,"A",382553,"D",381828,"D",381101,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540643,44,0,"5","01","D","100","D",0.0625,"D",200000,"D",30,"D",1599,"D","3","D","4","D",,"A",,"A",368,"D",240,"D",242,"D",243,"D",991,"D",989,"D",988,"D",,"A","08","D","2008","D","1","D",,"A",190188,"D",189947,"D",189705,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540753,43,0,"5","01","D","100","D",0.0784,"D",271227,"D",30,"D",1960,"D",,"A",,"A",,"A",,"A",0,"D",192,"D",193,"D",194,"D",1768,"D",1767,"D",1766,"D",,"A","03","D","2012","D","1","D",,"A",270659,"D",270468,"D",270275,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540773,41,0,"5","01","D","100","D",0.0784,"D",260000,"D",5,"D",5009,"T","3","D","4","D",,"A",,"A",278,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","05","D","2010","D","2","D",,"A",163841,"D",159660,"D",155451,"D","01","D","1","D",,"A",,"A",1700,"D",1700,"D",1700,"D","1","D","2","D"
"20123",2540783,38,0,"5","01","D","100","D",0.092,"D",41000,"D",30,"D",890,"D","3","D","4","D","5","D",,"A",554,"D",109,"D",109,"D",110,"D",227,"D",227,"D",226,"D",,"A","11","D","1994","D","1","D",,"A",29667,"D",29558,"D",29449,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540943,79,0,"5","01","D","100","D",0.057,"D",111647,"D",30,"D",1139,"D","3","D","4","D",,"A",,"A",491,"D",390,"D",392,"D",394,"D",258,"D",256,"D",254,"D","092012","D","05","D","1991","D","1","D",,"A",54258,"D",53868,"D",53476,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540963,31,0,"5","01","D","100","D",0.053,"D",135000,"D",30,"D",1100,"D","3","D","4","D",,"A",,"A",350,"D",225,"D",226,"D",227,"D",525,"D",524,"D",523,"D",,"A","04","D","2005","D","1","D",,"A",118958,"D",118734,"D",118508,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2540973,49,0,"5","01","D","100","D",0.0525,"D",278000,"D",30,"D",1982,"D","3","D",,"A","5","D",,"A",447,"D",320,"D",322,"D",323,"D",1215,"D",1213,"D",1212,"D",,"A","05","D","2012","D","1","D",,"A",277681,"D",277361,"D",277040,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541043,23,0,"5","01","D","100","D",0.08,"D",143900,"D",30,"D",1100,"D","3","D",,"A",,"A",,"A",44,"D",245,"D",247,"D",248,"D",811,"D",809,"D",808,"D",,"A","10","D","2000","D","1","D",,"A",121641,"D",121396,"D",121149,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541123,46,0,"5","01","D","100","D",0.05,"F",128000,"F",30,"F",978,"F","3","F","4","F","5","F",,"A",291,"F",179,"F",180,"F",181,"F",508,"F",507,"F",506,"F","072012","F","03","F","2009","F","1","F",,"A",121866,"F",121687,"F",121507,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541133,56,0,"5","01","D","100","D",0.088,"D",66900,"D",30,"D",750,"D","3","D","4","D","5","D",,"A",221,"D",331,"D",334,"D",336,"D",198,"D",195,"D",193,"D",,"A","11","D","1987","D","1","D",,"A",26938,"D",26606,"D",26272,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541233,37,0,"5","01","D","100","D",0.0784,"D",33000,"D",30,"D",502,"D","3","D","4","D",,"A",,"A",264,"D",91,"D",92,"D",93,"D",147,"D",146,"D",145,"D",,"A","06","D","1994","D","1","D",,"A",22433,"D",22341,"D",22249,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541273,23,0,"5","01","D","100","D",0.0475,"F",285000,"F",30,"F",1519,"F","3","F","4","F",,"A",,"A",32,"F",384,"F",385,"F",387,"F",1103,"F",1102,"F",1100,"F",,"A","12","F","2010","F","1","F",,"A",278702,"F",278318,"F",277933,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541463,28,0,"5","01","D","100","D",0.05,"D",289000,"D",30,"D",1899,"D","3","D","4","D",,"A",,"A",348,"D",576,"D",578,"D",581,"D",975,"D",973,"D",970,"D",,"A","04","D","2002","D","1","D",,"A",233998,"D",233422,"D",232844,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541483,39,0,"5","01","D","100","D",0.06,"D",55000,"D",15,"D",487,"D",,"B",,"B",,"B",,"B",23,"D",310,"D",311,"D",313,"D",154,"D",153,"D",151,"D",,"A","03","D","2004","D","1","D",,"A",30866,"D",30556,"D",30245,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541573,44,0,"5","01","D","100","D",0.052,"D",180000,"D",30,"D",1200,"D","3","D","4","D",,"A",,"A",212,"D",268,"D",270,"D",271,"D",720,"D",718,"D",717,"D",,"A","07","D","2007","D","1","D",,"A",166051,"D",165782,"D",165513,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541603,48,0,"5","01","D","100","D",0.06,"D",77058,"D",30,"D",671,"D","3","D","4","D",,"A",,"A",209,"D",95,"D",96,"D",96,"D",367,"D",366,"D",366,"D",,"A","11","D","2008","D","1","D",,"A",73388,"D",73293,"D",73198,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541683,40,0,"5","01","D","100","D",0.08,"D",69000,"D",30,"D",873,"D","3","D","4","D",,"A",,"A",367,"D",310,"D",312,"D",314,"D",196,"D",194,"D",192,"D",,"A","07","D","1988","D","1","D",,"A",29444,"D",29134,"D",28823,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541813,21,0,"5","01","D","100","D",0.0784,"F",125328,"F",10,"F",1510,"F",,"A",,"A",,"A",,"A",0,"F",714,"F",719,"F",723,"F",796,"F",791,"F",787,"F",,"A","01","F","2012","F","1","F",,"A",121827,"F",121113,"F",120394,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20123",2541823,29,0,"5","01","D","100","D",0.046,"F",200000,"F",30,"F",1300,"F","3","F","4","F","5","F",,"A",275,"F",276,"F",277,"F",278,"F",749,"F",748,"F",747,"F",,"A","11","F","2010","F","1","F",,"A",195471,"F",195195,"F",194919,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
