"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFRT3MCX","QFRT_MCX","QREP3MCX","QREP_MCX"
"20123",2450335,28,0,"1",0,"D",.,"A"
"20123",2452505,37,0,"1",.,"A",60,"D"
"20123",2455715,28,0,"1",.,"A",120,"D"
"20123",2458665,47,0,"1",.,"A",55,"D"
"20123",2459425,66,0,"1",.,"A",17,"D"
"20123",2461205,19,0,"1",.,"A",160,"D"
"20123",2461365,20,0,"1",.,"A",.,"A"
"20123",2461645,18,0,"1",.,"A",40,"D"
"20123",2469405,20,0,"1",.,"A",32,"D"
"20123",2474125,28,0,"1",285,"D",.,"A"
"20123",2476625,15,0,"1",.,"A",.,"A"
"20123",2477664,16,0,"1",260,"D",.,"A"
"20123",2481014,31,0,"1",.,"A",100,"D"
"20123",2482184,26,0,"1",.,"A",179,"D"
"20123",2487964,16,0,"1",.,"A",0,"D"
"20123",2488264,27,0,"1",.,"A",100,"D"
"20123",2490844,36,0,"1",.,"A",0,"D"
"20123",2492614,16,0,"1",.,"A",60,"D"
"20123",2496124,25,0,"1",.,"A",.,"A"
"20123",2497064,28,0,"1",.,"A",0,"D"
"20123",2498034,20,0,"1",225,"D",.,"A"
"20123",2503104,29,0,"1",.,"A",138,"D"
"20123",2503214,18,0,"1",.,"A",.,"A"
"20123",2504314,34,0,"1",.,"A",234,"D"
"20123",2509014,33,0,"1",0,"D",.,"A"
"20123",2509174,17,0,"1",0,"D",.,"A"
"20123",2511104,14,0,"1",.,"A",.,"A"
"20123",2512663,14,0,"1",.,"A",.,"A"
"20123",2516073,14,0,"1",.,"A",.,"A"
"20123",2517913,23,0,"1",.,"A",189,"D"
"20123",2520453,24,0,"1",.,"A",0,"D"
"20123",2522993,15,0,"1",40,"D",.,"A"
"20123",2524083,22,0,"1",.,"A",160,"D"
"20123",2525893,24,0,"1",.,"A",150,"D"
"20123",2526383,32,0,"1",660,"D",.,"A"
"20123",2526703,16,0,"1",.,"A",100,"D"
"20123",2527243,20,0,"1",.,"A",8,"D"
"20123",2528303,31,0,"1",.,"A",2000,"D"
"20123",2528703,24,0,"1",.,"A",30,"D"
"20123",2529533,16,0,"1",180,"D",.,"A"
"20123",2535183,16,0,"1",1115,"D",.,"A"
"20123",2535303,14,0,"1",.,"A",125,"D"
"20123",2536273,16,0,"1",180,"D",.,"A"
"20123",2540283,18,0,"1",240,"D",.,"A"
"20123",2544493,28,0,"1",207,"D",.,"A"
"20123",2547502,16,0,"1",1425,"D",.,"A"
"20123",2548792,32,0,"1",.,"A",150,"D"
"20123",2554632,21,0,"1",411,"D",.,"A"
"20123",2556102,14,0,"1",.,"A",.,"A"
"20123",2557512,15,0,"1",344,"D",.,"A"
"20123",2559512,28,0,"1",.,"A",55,"D"
"20123",2564112,33,0,"1",.,"A",0,"D"
"20123",2565072,27,0,"1",.,"A",0,"D"
"20123",2565582,15,0,"1",44,"D",.,"A"
"20123",2573442,23,0,"1",.,"A",0,"D"
"20123",2574002,27,0,"1",45,"D",.,"A"
"20123",2574162,20,0,"1",148,"D",.,"A"
"20123",2575482,24,0,"1",.,"A",160,"D"
"20123",2576492,36,0,"1",.,"A",150,"D"
"20123",2576732,14,0,"1",.,"A",.,"A"
"20123",2581075,30,0,"1",200,"D",.,"A"
"20123",2586923,26,0,"1",.,"A",60,"D"
"20123",2608003,16,0,"1",83,"D",.,"A"
"20123",2611973,20,0,"1",.,"A",30,"D"
"20124",2478455,18,0,"1",.,"A",.,"A"
"20124",2479005,21,0,"1",300,"D",.,"A"
"20124",2483375,47,0,"1",0,"D",.,"A"
"20124",2485605,23,0,"1",.,"A",700,"D"
"20124",2485805,25,0,"1",.,"A",20,"D"
"20124",2486805,15,0,"1",.,"A",.,"A"
"20124",2487225,33,0,"1",.,"A",80,"D"
"20124",2490255,28,0,"1",.,"A",0,"D"
"20124",2490765,26,0,"1",194,"D",.,"A"
"20124",2496775,20,0,"1",360,"D",.,"A"
"20124",2498545,18,0,"1",.,"A",300,"D"
"20124",2504985,25,0,"1",.,"A",10,"D"
"20124",2505415,25,0,"1",400,"D",.,"A"
"20124",2508405,24,0,"1",.,"A",0,"D"
"20124",2509275,17,0,"1",210,"D",.,"A"
"20124",2509855,35,0,"1",.,"A",10,"D"
"20124",2511365,32,0,"1",.,"A",55,"D"
"20124",2511425,33,0,"1",.,"A",0,"D"
"20124",2514964,29,0,"1",140,"D",.,"A"
"20124",2517384,44,0,"1",.,"A",60,"D"
"20124",2517864,54,0,"1",.,"A",25,"D"
"20124",2522204,23,0,"1",925,"D",.,"A"
"20124",2523804,24,0,"1",.,"A",225,"D"
"20124",2525894,28,0,"1",.,"A",25,"D"
"20124",2529534,26,0,"1",160,"D",.,"A"
"20124",2531064,20,0,"1",.,"A",50,"D"
"20124",2534624,21,0,"1",.,"A",800,"D"
"20124",2534804,31,0,"1",.,"A",20,"D"
"20124",2538224,21,0,"1",0,"D",.,"A"
"20124",2539044,15,0,"1",.,"A",30,"D"
"20124",2547593,15,0,"1",.,"A",.,"A"
"20124",2548743,25,0,"1",.,"A",95,"D"
"20124",2554633,19,0,"1",210,"D",.,"A"
"20124",2556853,20,0,"1",.,"A",6,"D"
"20124",2558163,20,0,"1",285,"D",.,"A"
"20124",2561103,17,0,"1",.,"A",200,"D"
"20124",2561683,36,0,"1",.,"A",60,"D"
"20124",2563823,24,0,"1",.,"A",215,"D"
"20124",2565143,20,0,"1",220,"D",.,"A"
"20124",2567653,14,0,"1",.,"A",.,"A"
"20124",2571693,17,0,"1",.,"A",.,"A"
"20124",2575373,30,0,"1",.,"A",30,"D"
"20124",2580082,18,0,"1",460,"D",.,"A"
"20124",2581102,20,0,"1",.,"A",18,"D"
"20124",2584452,24,0,"1",.,"A",550,"D"
"20124",2593162,29,0,"1",0,"D",.,"A"
"20124",2595662,14,0,"1",.,"A",.,"A"
"20124",2598944,31,0,"1",.,"A",16,"D"
"20124",2599972,20,0,"1",.,"A",0,"D"
"20124",2604362,16,0,"1",2390,"D",.,"A"
"20124",2605012,17,0,"1",584,"D",.,"A"
"20124",2610032,26,0,"1",200,"D",.,"A"
"20124",2610762,17,0,"1",500,"D",.,"A"
"20124",2611052,29,0,"1",.,"A",25,"D"
"20124",2611942,19,0,"1",.,"A",100,"D"
"20124",2611974,15,0,"1",.,"A",50,"D"
"20124",2612362,16,0,"1",86,"D",.,"A"
"20124",2613192,24,0,"1",630,"D",0,"D"
"20124",2614314,18,0,"1",0,"D",.,"A"
"20124",2618823,18,0,"1",950,"D",.,"A"
"20124",2626135,27,0,"1",560,"F",.,"A"
"20124",2630155,22,0,"1",93,"D",.,"A"
"20124",2642224,15,0,"1",152,"D",.,"A"
"20131",2512735,35,0,"1",35,"D",.,"A"
"20131",2516805,19,0,"1",.,"A",.,"A"
"20131",2516865,34,0,"1",.,"A",300,"D"
"20131",2529335,34,0,"1",.,"A",249,"D"
"20131",2529535,16,0,"1",1560,"D",.,"A"
"20131",2530415,16,0,"1",.,"A",17,"D"
"20131",2532245,41,0,"1",.,"A",1350,"D"
"20131",2534805,29,0,"1",.,"A",30,"D"
"20131",2535995,15,0,"1",.,"A",.,"A"
"20131",2536425,27,0,"1",.,"A",0,"D"
"20131",2537035,31,0,"1",.,"A",0,"D"
"20131",2539395,31,0,"1",.,"A",0,"D"
"20131",2539875,16,0,"1",.,"A",.,"A"
"20131",2540345,36,0,"1",.,"A",1475,"D"
"20131",2546294,37,0,"1",.,"A",150,"D"
"20131",2546734,31,0,"1",.,"A",740,"D"
"20131",2547654,17,0,"1",0,"D",.,"A"
"20131",2551154,18,0,"1",.,"A",30,"D"
"20131",2554634,19,0,"1",306,"D",.,"A"
"20131",2556344,24,0,"1",0,"D",.,"A"
"20131",2557184,31,0,"1",.,"A",16,"D"
"20131",2558114,23,0,"1",.,"A",2,"D"
"20131",2558164,18,0,"1",180,"D",.,"A"
"20131",2558454,18,0,"1",.,"A",20,"D"
"20131",2564724,14,0,"1",.,"A",.,"A"
"20131",2565144,32,0,"1",240,"D",.,"A"
"20131",2567424,27,0,"1",1057,"D",.,"A"
"20131",2574674,31,0,"1",.,"A",0,"D"
"20131",2575354,28,0,"1",.,"A",50,"D"
"20131",2577654,29,0,"1",.,"A",15,"D"
"20131",2578893,16,0,"1",.,"A",75,"D"
"20131",2579143,31,0,"1",.,"A",35,"D"
"20131",2580083,22,0,"1",279,"D",.,"A"
"20131",2588933,26,0,"1",.,"A",50,"D"
"20131",2591483,28,0,"1",.,"A",480,"D"
"20131",2601283,14,0,"1",.,"A",.,"A"
"20131",2603513,19,0,"1",480,"D",.,"A"
"20131",2610953,43,0,"1",.,"A",0,"D"
"20131",2611213,34,0,"1",.,"A",60,"D"
"20131",2612673,36,0,"1",.,"A",0,"D"
"20131",2613202,22,0,"1",910,"D",.,"A"
"20131",2616212,25,0,"1",345,"D",.,"A"
"20131",2616832,28,0,"1",.,"A",350,"D"
"20131",2619022,16,0,"1",0,"D",.,"A"
"20131",2621702,15,0,"1",.,"A",44,"D"
"20131",2624492,38,0,"1",.,"A",0,"D"
"20131",2624792,18,0,"1",.,"A",100,"D"
"20131",2625742,19,0,"1",535,"D",.,"A"
"20131",2626792,19,0,"1",528,"D",.,"A"
"20131",2628012,19,0,"1",.,"A",.,"A"
"20131",2630282,21,0,"1",.,"A",0,"D"
"20131",2630702,29,0,"1",.,"A",192,"D"
"20131",2633822,31,0,"1",.,"A",900,"D"
"20131",2635452,40,0,"1",300,"D",.,"A"
"20131",2636892,14,0,"1",.,"A",.,"A"
"20131",2637812,16,0,"1",.,"A",6,"D"
"20131",2640185,16,0,"1",56,"D",.,"A"
"20131",2646572,18,0,"1",.,"A",150,"D"
"20131",2668055,33,0,"1",1620,"D",.,"A"
"20131",2677263,27,0,"1",.,"A",200,"D"
