"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JMEALPYA","JMEA_PYA","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","FREEFOOD","FREE_OOD","JALHOMQV","JALH_MQV"
"20111",2228124,35,0,"1",1300,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20111",2228185,44,0,"1",3900,"D",390,"D",.,"A",2600,"D",600,"D",.,"A",.,"A",.,"A",3510,"D","2","D",300,"D"
"20111",2228194,42,0,"1",1300,"D",195,"D",130,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D",.,"A"
"20111",2228225,50,0,"1",1950,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",240,"D",1820,"D","2","D",.,"A"
"20111",2228234,51,0,"1",260,"D",65,"D",260,"D",650,"D",.,"A",.,"A",.,"A",.,"A",195,"D","2","D",.,"A"
"20111",2228244,60,0,"1",1300,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D",30,"D"
"20111",2228254,60,0,"1",3250,"D",650,"D",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",2600,"D","2","D",150,"D"
"20111",2228274,33,0,"1",975,"D",325,"D",.,"A",65,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D",90,"D"
"20111",2228325,59,0,"1",1950,"D",0,"D",.,"A",650,"D",145,"F",.,"A",.,"A",.,"A",1950,"D","2","D",163,"F"
"20111",2228355,56,0,"1",1040,"D",195,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",845,"D","2","D",120,"D"
"20111",2228375,75,0,"1",1300,"D",0,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D",180,"D"
"20111",2228415,57,0,"1",520,"D",65,"D",.,"A",650,"D",30,"D",.,"A",.,"A",.,"A",455,"D","2","D",45,"D"
"20111",2228434,37,0,"1",1950,"D",260,"D",.,"A",520,"D",60,"D",.,"A",.,"A",.,"A",1690,"D","2","D",60,"D"
"20111",2228445,42,0,"1",1950,"D",650,"D",130,"D",650,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D",90,"D"
"20111",2228455,63,0,"1",1560,"D",0,"D",.,"A",489,"F",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D",.,"A"
"20111",2228464,58,0,"1",1300,"D",130,"D",.,"A",1300,"D",30,"D",.,"A",.,"A",.,"A",1170,"D","2","D",30,"D"
"20111",2228494,23,0,"1",650,"D",185,"F",.,"A",260,"D",0,"D",260,"D",1040,"D",.,"A",721,"F","1","D",60,"D"
"20111",2228535,44,0,"1",325,"D",39,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",286,"D","2","D",.,"A"
"20111",2228544,28,0,"1",3250,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D",.,"A"
"20111",2228614,42,0,"1",1300,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A"
"20111",2228624,32,0,"1",455,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D",.,"A"
"20111",2228635,29,0,"1",650,"D",0,"D",.,"A",401,"F",0,"D",.,"A",.,"A",.,"A",650,"D","2","D",72,"D"
"20111",2228644,26,0,"1",325,"D",65,"D",130,"D",260,"D",.,"A",.,"A",.,"A",.,"A",260,"D","2","D",.,"A"
"20111",2228705,41,0,"1",1950,"D",520,"D",.,"A",39,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D",.,"A"
"20111",2228715,57,0,"1",650,"D",0,"D",130,"D",650,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2228735,36,0,"1",1950,"D",520,"D",.,"A",520,"D",60,"D",.,"A",.,"A",.,"A",1430,"D","2","D",300,"D"
"20111",2228774,29,0,"1",650,"D",65,"D",325,"D",260,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A"
"20111",2228784,29,0,"1",1300,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A"
"20111",2228815,42,0,"1",1300,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A"
"20111",2228825,35,0,"1",1040,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20111",2228855,46,0,"1",325,"D",39,"D",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",286,"D","2","D",.,"A"
"20111",2228874,25,0,"1",1300,"D",104,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1196,"D","2","D",.,"A"
"20111",2228904,37,0,"1",650,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A"
"20111",2228915,50,0,"1",1300,"D",260,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","1","D",.,"A"
"20111",2228924,29,0,"1",975,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20111",2228935,26,0,"1",650,"D",260,"D",.,"A",390,"D",0,"D",.,"A",.,"A",100,"D",390,"D","2","D",60,"D"
"20111",2228944,40,0,"1",1040,"D",284,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1097,"F","2","D",.,"A"
"20111",2228964,82,0,"1",2600,"D",260,"D",195,"D",3640,"D",240,"D",.,"A",.,"A",.,"A",2340,"D","2","D",900,"D"
"20111",2228974,54,0,"1",650,"D",65,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A"
"20111",2228985,50,0,"1",1690,"D",195,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1495,"D","2","D",.,"A"
"20111",2229004,28,0,"1",130,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",65,"D","2","D",.,"A"
"20111",2229045,45,0,"1",910,"D",260,"D",260,"D",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2229094,35,0,"1",1040,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D",.,"A"
"20111",2229104,42,0,"1",1870,"F",.,"A",.,"A",596,"F",.,"A",.,"A",.,"A",.,"A",1592,"F",,"C",.,"A"
"20111",2229144,44,0,"1",1690,"D",0,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D",.,"A"
"20111",2229154,31,0,"1",195,"D",26,"D",.,"A",325,"D",234,"F",377,"F",1509,"F",.,"A",169,"D","2","D",21,"D"
"20111",2229165,53,0,"1",1300,"D",520,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D",.,"A"
"20111",2229264,48,0,"1",1560,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D",240,"D"
"20111",2229275,71,0,"1",1040,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D",.,"A"
"20111",2229315,53,0,"1",2600,"D",325,"D",.,"A",780,"D",.,"A",.,"A",.,"A",200,"D",2275,"D","2","D",.,"A"
"20111",2229355,49,0,"1",650,"D",26,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",624,"D","2","D",150,"D"
"20111",2229365,62,0,"1",1300,"D",260,"D",.,"A",26,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D",150,"D"
"20111",2229374,46,0,"1",3250,"D",520,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2730,"D","2","D",.,"A"
"20111",2229384,34,0,"1",1040,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D",.,"A"
"20111",2229405,48,0,"1",1820,"D",65,"D",.,"A",1040,"D",0,"D",.,"A",.,"A",.,"A",1755,"D","2","D",60,"D"
"20111",2229414,65,0,"1",1885,"D",0,"D",.,"A",962,"D",.,"A",.,"A",.,"A",132,"D",1885,"D","2","D",.,"A"
"20111",2229424,43,0,"1",1300,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20111",2229435,110,0,"1",1612,"D",260,"D",650,"D",520,"D",.,"A",.,"A",.,"A",.,"A",1352,"D","2","D",.,"A"
"20111",2229505,66,0,"1",975,"D",494,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",481,"D","2","D",75,"D"
"20111",2229544,30,0,"1",650,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2229555,49,0,"1",650,"D",0,"D",.,"A",520,"D",60,"D",.,"A",.,"A",.,"A",650,"D","2","D",45,"D"
"20111",2229565,69,0,"1",1170,"D",195,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A"
"20111",2229585,68,0,"1",1950,"D",390,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",1560,"D","2","D",30,"D"
"20111",2229624,30,0,"1",650,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",520,"D",,"C",.,"A"
"20111",2229634,68,0,"1",975,"D",260,"D",65,"D",130,"D",90,"D",.,"A",.,"A",.,"A",715,"D","2","D",60,"D"
"20111",2229644,30,0,"1",1300,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A"
"20111",2229675,48,0,"1",1560,"D",130,"D",520,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D",.,"A"
"20111",2229694,38,0,"1",1950,"D",0,"D",.,"A",1820,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20111",2229724,45,0,"1",1040,"D",0,"D",156,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20111",2229794,75,0,"1",2210,"D",0,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D",.,"A"
"20111",2229815,50,0,"1",1950,"D",0,"D",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20111",2229824,56,0,"1",325,"D",130,"D",.,"A",65,"D",6,"D",.,"A",.,"A",.,"A",195,"D","2","D",300,"D"
"20111",2229835,55,0,"1",2600,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20111",2229844,41,0,"1",2600,"D",650,"D",.,"A",390,"D",120,"D",.,"A",.,"A",.,"A",1950,"D","2","D",150,"D"
"20111",2229905,58,0,"1",1300,"D",104,"D",.,"A",0,"D",.,"A",.,"A",.,"A",10,"D",1196,"D","2","D",.,"A"
"20111",2229915,89,0,"1",2275,"D",910,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1365,"D","2","D",45,"D"
"20111",2229924,170,0,"1",1950,"D",650,"D",195,"D",1300,"D",0,"D",15,"D",60,"D",.,"A",1300,"D","2","D",18,"D"
"20111",2229934,38,0,"1",2600,"D",390,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D",.,"A"
"20111",2229955,75,0,"1",1950,"D",650,"D",.,"A",910,"D",0,"D",35,"D",140,"D",150,"D",1300,"D","2","D",300,"D"
"20111",2229975,62,0,"1",650,"D",0,"D",65,"D",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2230034,39,0,"1",390,"D",130,"D",520,"D",390,"D",0,"D",.,"A",.,"A",.,"A",260,"D","2","D",45,"D"
"20111",2230045,30,0,"1",702,"D",52,"D",78,"D",1300,"D",30,"D",.,"A",.,"A",.,"A",650,"D","2","D",210,"D"
"20111",2230084,28,0,"1",130,"D",26,"D",130,"D",0,"D",.,"A",.,"A",.,"A",.,"A",104,"D","2","D",.,"A"
"20111",2230175,61,0,"1",1300,"D",325,"D",390,"D",975,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A"
"20111",2230214,38,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20111",2230235,72,0,"1",715,"D",65,"D",195,"D",780,"D",150,"D",.,"A",.,"A",240,"D",650,"D","2","D",150,"D"
"20111",2230255,42,0,"1",715,"D",65,"D",.,"A",195,"D",30,"D",.,"A",.,"A",.,"A",650,"D","2","D",30,"D"
"20111",2230294,51,0,"1",780,"D",260,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20111",2230305,34,0,"1",650,"D",0,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2230315,64,0,"1",455,"D",0,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D",.,"A"
"20111",2230324,94,0,"1",1300,"D",260,"D",650,"D",975,"D",300,"D",.,"A",.,"A",.,"A",1040,"D","2","D",60,"D"
"20111",2230335,38,0,"1",715,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",585,"D","2","D",75,"D"
"20111",2230354,27,0,"1",1820,"D",324,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1530,"F","2","D",.,"A"
"20111",2230365,51,0,"1",1300,"D",260,"D",.,"A",1300,"D",300,"D",.,"A",.,"A",.,"A",1040,"D","2","D",60,"D"
"20111",2230414,51,0,"1",2600,"D",650,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20111",2230434,52,0,"1",780,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A"
"20111",2230494,24,0,"1",2210,"D",390,"D",650,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D",.,"A"
"20111",2230524,39,0,"1",1430,"D",65,"D",195,"D",520,"D",.,"A",.,"A",.,"A",.,"A",1365,"D","2","D",.,"A"
"20111",2230565,95,0,"1",1300,"D",325,"D",130,"D",390,"D",60,"D",.,"A",.,"A",.,"A",975,"D","2","D",30,"D"
"20111",2230595,24,0,"1",1040,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20111",2230625,51,0,"1",1300,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20111",2230654,38,0,"1",1040,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D",12,"D"
"20111",2230675,61,0,"1",650,"D",130,"D",130,"D",975,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20111",2230704,29,0,"1",650,"D",325,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A"
"20111",2230755,30,0,"1",2899,"D",689,"D",390,"D",650,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D",.,"A"
"20111",2230775,34,0,"1",650,"D",0,"D",260,"D",325,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2230785,63,0,"1",2340,"D",390,"D",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20111",2230814,69,0,"1",910,"D",195,"D",325,"D",390,"D",75,"D",.,"A",.,"A",165,"D",715,"D","2","D",60,"D"
"20111",2230825,45,0,"1",455,"D",39,"D",.,"A",65,"D",.,"A",325,"D",1300,"D",.,"A",416,"D","2","D",.,"A"
"20111",2230834,74,0,"1",2275,"D",325,"D",.,"A",650,"D",60,"D",120,"D",480,"D",.,"A",1950,"D","2","D",225,"D"
"20111",2230844,97,0,"1",1040,"D",130,"D",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",910,"D","2","D",0,"D"
"20111",2230895,62,0,"1",650,"D",363,"F",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",1407,"F","2","D",.,"A"
"20111",2230905,34,0,"1",0,"D",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",0,"D","2","D",.,"A"
"20111",2230924,71,0,"1",1105,"D",195,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",910,"D","2","D",60,"D"
"20111",2230955,46,0,"1",1625,"D",390,"D",.,"A",325,"D",.,"A",.,"A",.,"A",12,"D",1235,"D","2","D",.,"A"
"20111",2230965,57,0,"1",1950,"D",377,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1573,"D","2","D",.,"A"
"20111",2230984,35,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2230994,57,0,"1",1950,"D",455,"D",130,"D",195,"D",0,"D",.,"A",.,"A",.,"A",1495,"D","2","D",45,"D"
"20111",2231015,101,0,"1",1950,"D",130,"D",.,"A",650,"D",60,"D",.,"A",.,"A",60,"D",1820,"D","2","D",150,"D"
"20111",2231045,59,0,"1",715,"D",78,"D",65,"D",195,"D",.,"A",.,"A",.,"A",.,"A",637,"D","2","D",.,"A"
"20111",2231065,38,0,"1",390,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D",.,"A"
"20111",2231075,37,0,"1",0,"D",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",0,"D","1","D",.,"A"
"20111",2231104,74,0,"1",2340,"D",520,"D",130,"D",975,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D",.,"A"
"20111",2231124,60,0,"1",1040,"D",130,"D",259,"F",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20111",2231145,61,0,"1",1300,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20111",2231155,45,0,"1",1105,"D",195,"D",.,"A",130,"D",.,"A",.,"A",.,"A",195,"D",910,"D","2","D",.,"A"
"20111",2231164,38,0,"1",1560,"D",260,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20111",2231195,77,0,"1",1300,"D",325,"D",.,"A",325,"D",30,"D",.,"A",.,"A",.,"A",975,"D","2","D",75,"D"
"20111",2231225,35,0,"1",1820,"D",325,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1495,"D","2","D",.,"A"
"20111",2231244,48,0,"1",260,"D",65,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",195,"D","2","D",.,"A"
"20111",2231255,42,0,"1",650,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D",.,"A"
"20111",2231274,72,0,"1",1625,"D",325,"D",65,"D",1950,"D",60,"D",.,"A",.,"A",.,"A",1300,"D","2","D",150,"D"
"20111",2231305,56,0,"1",1625,"D",260,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",1365,"D","2","D",150,"D"
"20111",2231345,37,0,"1",2990,"D",650,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D",.,"A"
"20111",2231365,61,0,"1",1040,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20111",2231394,46,0,"1",1300,"D",390,"D",.,"A",650,"D",.,"A",.,"A",.,"A",220,"D",910,"D","2","D",.,"A"
"20111",2231444,38,0,"1",1950,"D",156,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1794,"D","2","D",.,"A"
"20111",2231454,23,0,"1",1950,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D",.,"A"
"20111",2231464,48,0,"1",1625,"D",455,"D",325,"D",845,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A"
"20111",2231495,57,0,"1",3250,"D",845,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2405,"D","2","D",.,"A"
"20111",2231524,49,0,"1",1300,"D",195,"D",130,"D",325,"D",60,"D",.,"A",.,"A",.,"A",1105,"D","2","D",30,"D"
"20111",2231534,31,0,"1",585,"D",130,"D",325,"D",780,"D",300,"D",.,"A",.,"A",.,"A",455,"D","2","D",150,"D"
"20111",2231545,45,0,"1",1820,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D",.,"A"
"20111",2231555,52,0,"1",1560,"D",195,"D",.,"A",1560,"D",.,"A",.,"A",.,"A",.,"A",1365,"D","2","D",.,"A"
"20111",2231565,105,0,"1",2600,"D",910,"D",.,"A",975,"D",210,"D",.,"A",.,"A",.,"A",1690,"D","2","D",600,"D"
"20111",2231585,39,0,"1",1950,"D",156,"D",.,"A",596,"F",.,"A",.,"A",.,"A",.,"A",1794,"D",,"C",.,"A"
"20111",2231595,42,0,"1",1300,"D",520,"D",.,"A",325,"D",60,"D",.,"A",.,"A",.,"A",780,"D","2","D",60,"D"
"20111",2231605,36,0,"1",2080,"D",650,"D",.,"A",1690,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D",.,"A"
"20111",2231614,67,0,"1",1040,"D",208,"D",.,"A",520,"D",90,"D",.,"A",.,"A",.,"A",832,"D","2","D",30,"D"
"20111",2231705,50,0,"1",910,"D",260,"D",.,"A",520,"D",150,"D",.,"A",.,"A",270,"D",650,"D","2","D",90,"D"
"20111",2231725,68,0,"1",1586,"D",286,"D",.,"A",520,"D",.,"A",429,"D",1716,"D",.,"A",1300,"D","2","D",.,"A"
"20111",2231734,97,0,"1",1339,"D",325,"D",.,"A",1950,"D",150,"D",.,"A",.,"A",.,"A",1014,"D","2","D",375,"D"
"20111",2231745,62,0,"1",1274,"D",130,"D",39,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1144,"D","2","D",.,"A"
"20111",2231754,55,0,"1",650,"D",65,"D",.,"A",1300,"D",75,"D",.,"A",.,"A",.,"A",585,"D","2","D",75,"D"
"20111",2231784,27,0,"1",650,"D",0,"D",195,"D",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2231824,79,0,"1",1820,"D",325,"D",195,"D",520,"D",.,"A",.,"A",.,"A",180,"D",1495,"D","2","D",.,"A"
"20111",2231925,38,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20111",2231965,55,0,"1",975,"D",0,"D",.,"A",650,"D",60,"D",.,"A",.,"A",.,"A",975,"D","2","D",150,"D"
"20111",2232035,67,0,"1",1950,"D",325,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D",.,"A"
"20111",2232084,82,0,"1",1820,"D",130,"D",.,"A",390,"D",60,"D",.,"A",.,"A",200,"D",1690,"D","2","D",60,"D"
"20111",2232094,44,0,"1",494,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",364,"D","2","D",.,"A"
"20111",2232104,57,0,"1",1950,"D",390,"D",.,"A",975,"D",225,"D",.,"A",.,"A",.,"A",1560,"D","2","D",330,"D"
"20111",2232115,24,0,"1",780,"D",130,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20111",2232144,37,0,"1",863,"F",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",721,"F","2","D",15,"D"
"20111",2232165,74,0,"1",1105,"D",325,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",780,"D","2","D",90,"D"
"20111",2232244,83,0,"1",2275,"D",325,"D",.,"A",975,"D",0,"D",.,"A",.,"A",.,"A",1950,"D","2","D",0,"D"
"20111",2232254,26,0,"1",2600,"D",325,"D",260,"D",0,"D",.,"A",.,"A",.,"A",.,"A",2275,"D","2","D",.,"A"
"20111",2232285,47,0,"1",1625,"D",260,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",1365,"D","2","D",.,"A"
"20111",2232294,67,0,"1",3250,"D",390,"D",260,"D",1300,"D",0,"D",.,"A",.,"A",.,"A",2860,"D","2","D",210,"D"
"20111",2232335,58,0,"1",1300,"D",156,"D",.,"A",78,"D",.,"A",.,"A",.,"A",.,"A",1144,"D","2","D",.,"A"
