"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","SAMP_UN","SAMP_UN_","RTELECT","RTELECT_","RTGAS","RTGAS_","RTWATER","RTWATER_","RTHEAT","RTHEAT_","RTTRASH","RTTRASH_","RTASPAY","RTASPAY_","RTCOMPX","RTCOMPX_","RTBSNSZ","RTBSNSZ_","JRTPAYQV","JRTP_YQV","QRT3MCMX","QRT3_CMX","RTTELEPH","RTTE_EPH","RTTVCABL","RTTV_ABL","RTINTRNT","RTIN_RNT","RTFUNSH","RTFUNSH_"
"20113",2393133,37,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",5071,"D","2","D","2","D","2","D","2","D"
"20113",2393153,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1200,"D","2","D","2","D","2","D","2","D"
"20113",2393193,40,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",0.15,"D",.,"A",2805,"D","2","D","2","D","2","D","2","D"
"20113",2393213,19,0,"1","1","D","2","D","2","D","2","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"D","2","D","2","D","2","D","2","D"
"20113",2393233,18,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2064,"D","2","D","2","D","2","D","2","D"
"20113",2393263,31,0,"1","1","D","2","D","2","D","2","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3750,"F","2","D","2","D","2","D","2","D"
"20113",2393343,31,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2393363,45,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",0,"D","2","D","2","D","2","D","2","D"
"20113",2393403,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",975,"D","2","D","2","D","2","D","2","D"
"20113",2393625,21,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1425,"D","2","D","2","D","2","D","2","D"
"20113",2393643,23,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",975,"D","2","D","2","D","2","D","2","D"
"20113",2393703,26,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2400,"D","2","D","2","D","2","D","2","D"
"20113",2393753,44,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",0.25,"D",.,"A",2475,"D","2","D","2","D","2","D","2","D"
"20113",2393773,44,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1950,"D","2","D","2","D","2","D","2","D"
"20113",2393793,30,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D","2","D","2","D","2","D","2","D"
"20113",2393883,24,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2265,"D","2","D","2","D","2","D","2","D"
"20113",2393923,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"D","2","D","2","D","2","D","2","D"
"20113",2393943,32,0,"1","1","D","1","D","2","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",690,"D","2","D","2","D","2","D","2","D"
"20113",2394063,20,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20113",2394153,20,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1440,"D","2","D","2","D","2","D","2","D"
"20113",2394233,27,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",600,"D","2","D","2","D","2","D","2","D"
"20113",2394293,25,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4800,"D","2","D","2","D","2","D","2","D"
"20113",2394313,16,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20113",2394453,24,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",727,"D","2","D","2","D","2","D","2","D"
"20113",2394503,31,0,"1","1","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1356,"D","2","D","2","D","2","D","2","D"
"20113",2394513,48,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4500,"D","2","D","2","D","2","D","2","D"
"20113",2394553,47,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4050,"D","2","D","2","D","2","D","2","D"
"20113",2394583,30,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3939,"D","2","D","2","D","2","D","2","D"
"20113",2394615,46,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1860,"D","2","D","2","D","2","D","2","D"
"20113",2394645,29,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",825,"D","2","D","2","D","2","D","2","D"
"20113",2394683,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1725,"D","2","D","2","D","2","D","2","D"
"20113",2394703,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",630,"D","2","D","2","D","2","D","2","D"
"20113",2394703,23,0,"1","2","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1314,"D","2","D","2","D","2","D","2","D"
"20113",2394723,40,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",0.15,"D",.,"A",2232,"D","2","D","2","D","2","D","2","D"
"20113",2394815,29,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3012,"D","2","D","1","D","2","D","2","D"
"20113",2394873,27,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1950,"D","2","D","2","D","2","D","2","D"
"20113",2394943,52,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2395003,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2940,"D","2","D","2","D","2","D","2","D"
"20113",2395023,25,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2250,"D","2","D","2","D","2","D","2","D"
"20113",2395033,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1635,"D","2","D","2","D","2","D","2","D"
"20113",2395043,39,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4200,"D","2","D","2","D","2","D","2","D"
"20113",2395103,37,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","1","D",500,"D",.,"A",1500,"D",.,"A",,"A",,"A",,"A",,"A"
"20113",2395123,16,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1785,"D","2","D","2","D","2","D","2","D"
"20113",2395153,90,0,"6","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
"20113",2395183,24,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1350,"D","2","D","2","D","2","D","2","D"
"20113",2395275,61,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3015,"D","2","D","2","D","2","D","2","D"
"20113",2395283,17,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1050,"D","2","D","2","D","2","D","2","D"
"20113",2395373,47,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D","2","D","2","D","2","D","2","D"
"20113",2395383,22,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2100,"D","2","D","2","D","2","D","2","D"
"20113",2395433,20,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"D","2","D","2","D","2","D","2","D"
"20113",2395503,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2030,"D","2","D","2","D","1","D","2","D"
"20113",2395554,26,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",825,"D","2","D","2","D","2","D","2","D"
"20113",2395603,23,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3510,"D","2","D","2","D","2","D","2","D"
"20113",2395683,24,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T","2","D","2","D","2","D","2","D"
"20113",2395763,35,0,"1","1","D","1","D","2","D","2","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2250,"D","2","D","2","D","1","D","2","D"
"20113",2395763,36,0,"1","2","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1320,"D","2","D","2","D","2","D","2","D"
"20113",2395813,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",915,"D","2","D","2","D","2","D","2","D"
"20113",2395833,30,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",0.2,"D",.,"A",1218,"D","2","D","2","D","2","D","2","D"
"20113",2395843,31,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4800,"D","2","D","2","D","2","D","2","D"
"20113",2395913,34,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1200,"D","2","D","2","D","2","D","2","D"
"20113",2395993,23,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1350,"D","2","D","2","D","2","D","2","D"
"20113",2396003,24,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1625,"D","2","D","1","D","2","D","1","D"
"20113",2396023,18,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2400,"D","2","D","2","D","2","D","2","D"
"20113",2396153,24,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"D","2","D","2","D","2","D","2","D"
"20113",2396183,31,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2580,"D","2","D","2","D","2","D","2","D"
"20113",2396203,20,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"D","2","D","2","D","2","D","2","D"
"20113",2396233,38,0,"1","2","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",0.3,"D",.,"A",1680,"D","2","D","2","D","2","D","2","D"
"20113",2396233,90,0,"6","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
"20113",2396263,47,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3900,"D","2","D","2","D","2","D","2","D"
"20113",2396283,26,0,"1","1","D","1","D","2","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",705,"D","2","D","2","D","2","D","2","D"
"20113",2396383,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3705,"D","2","D","2","D","2","D","2","D"
"20113",2396473,32,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",5400,"D","2","D","2","D","2","D","2","D"
"20113",2396573,40,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1455,"D","2","D","2","D","2","D","2","D"
"20113",2396663,18,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2064,"D","2","D","2","D","2","D","2","D"
"20113",2396743,44,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",0.1,"D",.,"A",3105,"D","2","D","2","D","2","D","2","D"
"20113",2396813,46,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1962,"D","2","D","2","D","2","D","2","D"
"20113",2396883,37,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1710,"D","2","D","1","D","2","D","2","D"
"20113",2396973,31,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1300,"D","2","D","2","D","2","D","2","D"
"20113",2397123,32,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1875,"D","2","D","2","D","2","D","2","D"
"20113",2397133,25,0,"1","1","D","2","D","2","D","2","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",4695,"D","2","D","2","D","2","D","2","D"
"20113",2397153,48,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1950,"D","2","D","2","D","2","D","2","D"
"20113",2397163,38,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"D","2","D","2","D","2","D","2","D"
"20113",2397173,25,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",537,"D","2","D","2","D","2","D","2","D"
"20113",2397223,16,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2055,"D","2","D","2","D","2","D","2","D"
"20113",2397283,33,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D","2","D","2","D","2","D","2","D"
"20113",2397294,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1350,"D","2","D","2","D","2","D","2","D"
"20113",2397303,56,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"D","2","D","2","D","2","D","2","D"
"20113",2397313,27,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1650,"D","2","D","2","D","2","D","2","D"
"20113",2397593,21,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D","2","D","2","D","2","D","2","D"
"20113",2397693,22,0,"1","1","D","2","D","2","D","2","D","1","D","1","D","1","D",.,"C",.,"A",.,"A",1500,"D","2","D","2","D","2","D","2","D"
"20113",2397703,35,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"D","2","D","2","D","2","D","2","D"
"20113",2397813,27,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2000,"D","2","D","2","D","2","D","2","D"
"20113",2397863,38,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2415,"D","2","D","2","D","2","D","2","D"
"20113",2397973,34,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T","2","D","2","D","2","D","2","D"
"20113",2398053,18,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2398133,18,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1725,"D","2","D","2","D","2","D","2","D"
"20113",2398143,18,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"D","2","D","2","D","2","D","2","D"
"20113",2398193,17,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",6,"D","2","D","2","D","2","D","2","D"
"20113",2398243,50,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3600,"D","2","D","2","D","2","D","2","D"
"20113",2398283,33,0,"1","1","D","1","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1455,"D","2","D","2","D","2","D","2","D"
"20113",2398293,36,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2550,"D","2","D","2","D","2","D","2","D"
"20113",2398303,16,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1590,"D","2","D","2","D","2","D","2","D"
"20113",2398335,23,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3570,"D","2","D","2","D","2","D","1","D"
"20113",2398493,48,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3321,"D","2","D","2","D","2","D","2","D"
"20113",2398513,16,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1845,"D","2","D","2","D","2","D","2","D"
"20113",2398533,29,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",750,"D","2","D","2","D","2","D","2","D"
"20113",2398593,17,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1452,"D","2","D","2","D","2","D","1","D"
"20113",2398663,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2250,"D","2","D","2","D","2","D","2","D"
"20113",2398753,32,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3015,"D","1","D","2","D","2","D","2","D"
"20113",2398843,17,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",450,"D","2","D","2","D","2","D","2","D"
"20113",2398893,29,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1365,"D","2","D","2","D","2","D","2","D"
"20113",2399093,27,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",411,"D","2","D","2","D","2","D","2","D"
"20113",2399133,64,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2550,"D","2","D","2","D","2","D","2","D"
"20113",2399183,26,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1425,"D","2","D","2","D","2","D","2","D"
"20113",2399213,28,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",642,"D","2","D","2","D","2","D","2","D"
"20113",2399223,44,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",975,"D","2","D","2","D","2","D","2","D"
"20113",2399243,16,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",708,"D","2","D","2","D","2","D","2","D"
"20113",2399273,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1605,"D","2","D","2","D","2","D","2","D"
"20113",2399313,18,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2025,"D","2","D","2","D","2","D","2","D"
"20113",2399563,33,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1251,"D","2","D","2","D","2","D","2","D"
"20113",2399593,29,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1200,"D","2","D","1","D","2","D","2","D"
"20113",2399683,26,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3328,"D","2","D","2","D","2","D","2","D"
"20113",2399693,28,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"D","2","D","2","D","2","D","2","D"
"20113",2399745,26,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3600,"D","2","D","2","D","2","D","2","D"
"20113",2399823,27,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",450,"D","2","D","1","D","2","D","2","D"
"20113",2399973,26,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","1","D",1500,"D",.,"A",0,"D",1359,"D","2","D","2","D","2","D","2","D"
"20113",2399983,42,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4050,"D","2","D","2","D","2","D","2","D"
"20113",2400133,45,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3450,"D","2","D","2","D","2","D","2","D"
"20113",2400173,16,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2625,"D","2","D","2","D","2","D","2","D"
"20113",2400193,20,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1950,"D","2","D","2","D","2","D","2","D"
"20113",2400223,38,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T","2","D","2","D","2","D","2","D"
"20113",2400243,28,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2340,"D","2","D","2","D","2","D","2","D"
"20113",2400254,27,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3165,"D","2","D","2","D","2","D","2","D"
"20113",2400273,28,0,"1","1","D","1","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",5250,"D","2","D","1","D","2","D","2","D"
"20113",2400293,28,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",900,"D","2","D","2","D","2","D","1","D"
"20113",2400463,28,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1515,"D","2","D","2","D","2","D","2","D"
"20113",2400493,24,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",990,"D","2","D","2","D","2","D","2","D"
"20113",2400553,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3825,"D","2","D","2","D","2","D","2","D"
"20113",2400593,36,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2400833,25,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2400,"D","2","D","2","D","2","D","2","D"
"20113",2400913,38,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1665,"D","2","D","2","D","2","D","2","D"
"20113",2400923,32,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2401033,28,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1512,"D","2","D","2","D","2","D","2","D"
"20113",2401103,24,0,"1","1","D","2","D","2","D","2","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",360,"D","2","D","2","D","2","D","2","D"
"20113",2401143,48,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2628,"D","2","D","2","D","2","D","2","D"
"20113",2401153,24,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",0,"D","2","D","2","D","2","D","2","D"
"20113",2401233,24,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2401253,24,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"D","2","D","2","D","2","D","2","D"
"20113",2401473,38,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2250,"D","2","D","2","D","2","D","2","D"
"20113",2401543,24,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1350,"D","2","D","2","D","2","D","2","D"
"20113",2401603,27,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","1","D",800,"F",.,"A",555,"F",.,"A",,"A",,"A",,"A",,"A"
"20113",2401723,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2325,"F","2","D","2","D","2","D","2","D"
"20113",2401733,37,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3600,"D","2","D","2","D","2","D","2","D"
"20113",2401803,36,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4500,"D","2","D","2","D","2","D","2","D"
"20113",2401863,18,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1050,"D","2","D","2","D","2","D","2","D"
"20113",2401923,27,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4800,"D","2","D","2","D","2","D","2","D"
"20113",2402013,25,0,"1","1","D","1","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2250,"D","2","D","2","D","2","D","1","D"
"20113",2402053,35,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3600,"D","2","D","2","D","2","D","2","D"
"20113",2402093,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2402143,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3000,"D","2","D","2","D","2","D","2","D"
"20113",2402193,27,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3300,"D","2","D","2","D","2","D","2","D"
"20113",2402223,19,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",675,"D","2","D","2","D","2","D","2","D"
"20113",2402293,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D","2","D","2","D","2","D","2","D"
"20113",2402313,32,0,"1","1","D","1","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4485,"D","2","D","2","D","2","D","2","D"
"20113",2402353,20,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2550,"D","2","D","2","D","2","D","2","D"
"20113",2402433,24,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4200,"D","2","D","2","D","2","D","2","D"
"20113",2402453,40,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2295,"D","2","D","2","D","2","D","2","D"
"20113",2402483,22,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2700,"D","2","D","2","D","2","D","2","D"
"20113",2402543,34,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2430,"D","2","D","2","D","2","D","2","D"
