PURCHASED,NEWID,UCC,AGE_REF,BLS_URBN,EDUC_REF,FAM_TYPE,HRSPRWK1,FAM_SIZE,FINCBEFX
0,5002231,20510,66.0,1.0,15.0,1.0,0.0,2.0,171172.0
0,5002232,20510,66.0,1.0,15.0,1.0,0.0,2.0,171172.0
0,4772862,20510,87.0,1.0,15.0,8.0,0.0,1.0,11382.0
0,4805631,20510,72.0,1.0,15.0,1.0,0.0,2.0,24000.0
0,5002242,20510,27.0,1.0,15.0,8.0,60.0,1.0,48000.0
0,4772871,20510,61.0,1.0,13.0,8.0,35.0,1.0,52000.0
0,4772872,20510,61.0,1.0,13.0,8.0,35.0,1.0,52000.0
0,4805642,20510,62.0,1.0,16.0,1.0,45.0,2.0,150634.0
0,4707341,20510,64.0,1.0,16.0,1.0,12.0,2.0,92347.0
0,4772881,20510,40.0,1.0,12.0,3.0,50.0,3.0,105000.0
0,4805651,20510,62.0,1.0,11.0,8.0,0.0,1.0,2074.0
0,4805652,20510,62.0,1.0,11.0,8.0,0.0,1.0,2074.0
0,4969501,20510,60.0,1.0,0.0,5.0,36.0,7.0,47600.0
0,4707361,20510,43.0,1.0,15.0,7.0,40.0,3.0,67120.0
0,4707362,20510,43.0,1.0,15.0,7.0,40.0,3.0,67120.0
0,4772901,20510,28.0,1.0,15.0,9.0,40.0,2.0,155100.0
0,4772902,20510,28.0,1.0,15.0,9.0,40.0,2.0,155100.0
0,4969521,20510,65.0,1.0,13.0,8.0,0.0,1.0,6500.0
0,4969522,20510,65.0,1.0,13.0,8.0,0.0,1.0,6500.0
0,4871221,20510,53.0,1.0,15.0,1.0,40.0,2.0,105570.0
0,4871222,20510,53.0,1.0,15.0,1.0,40.0,2.0,105570.0
0,4805691,20510,56.0,1.0,13.0,9.0,0.0,2.0,0.0
0,4805692,20510,56.0,1.0,13.0,9.0,0.0,2.0,0.0
0,4969531,20510,69.0,2.0,15.0,8.0,0.0,1.0,25606.0
0,4969532,20510,69.0,2.0,15.0,8.0,0.0,1.0,25606.0
0,5002301,20510,78.0,1.0,15.0,1.0,0.0,2.0,103926.0
0,5002302,20510,78.0,1.0,15.0,1.0,0.0,2.0,103926.0
0,4772931,20510,28.0,1.0,13.0,8.0,60.0,1.0,132100.0
0,4772932,20510,28.0,1.0,13.0,8.0,60.0,1.0,132100.0
0,5002311,20510,62.0,2.0,15.0,8.0,0.0,1.0,43698.0
0,5002312,20510,62.0,2.0,15.0,8.0,0.0,1.0,43698.0
0,4707412,20510,68.0,1.0,16.0,9.0,26.0,4.0,41302.0
0,4871252,20510,76.0,2.0,13.0,8.0,0.0,1.0,9702.0
0,4772951,20510,35.0,1.0,15.0,9.0,40.0,3.0,137000.0
0,4772952,20510,35.0,1.0,15.0,9.0,40.0,3.0,137000.0
0,4969561,20510,43.0,1.0,13.0,8.0,43.0,1.0,120900.0
0,4969562,20510,43.0,1.0,13.0,8.0,43.0,1.0,120900.0
0,5002331,20510,65.0,1.0,12.0,8.0,0.0,1.0,5343.0
0,5002332,20510,65.0,1.0,12.0,8.0,0.0,1.0,5343.0
0,4805731,20510,57.0,1.0,14.0,1.0,30.0,2.0,129000.0
0,4969571,20510,52.0,1.0,15.0,7.0,30.0,2.0,64308.0
0,4969572,20510,52.0,1.0,15.0,7.0,30.0,2.0,64308.0
0,4707431,20510,22.0,1.0,15.0,1.0,36.0,2.0,30080.0
0,4707432,20510,22.0,1.0,15.0,1.0,36.0,2.0,30080.0
0,5002341,20510,38.0,1.0,11.0,3.0,24.0,3.0,0.0
0,5002342,20510,50.0,1.0,15.0,4.0,24.0,3.0,0.0
0,4772981,20510,43.0,1.0,12.0,4.0,40.0,3.0,85000.0
0,4772982,20510,43.0,1.0,12.0,4.0,40.0,3.0,85000.0
0,4871291,20510,66.0,1.0,15.0,1.0,40.0,2.0,174000.0
0,4871292,20510,66.0,1.0,15.0,1.0,40.0,2.0,174000.0
0,4871302,20510,53.0,1.0,16.0,3.0,60.0,4.0,1370734.0
0,4773001,20510,70.0,2.0,12.0,8.0,0.0,1.0,21534.0
0,4805772,20510,22.0,1.0,13.0,9.0,40.0,2.0,1600.0
0,4773011,20510,74.0,1.0,15.0,8.0,5.0,1.0,24542.0
0,4773012,20510,74.0,1.0,15.0,8.0,5.0,1.0,24542.0
0,4707481,20510,22.0,1.0,13.0,8.0,20.0,1.0,5000.0
0,4707482,20510,22.0,1.0,13.0,8.0,20.0,1.0,5000.0
0,4871322,20510,78.0,2.0,11.0,8.0,0.0,1.0,39283.0
0,5002401,20510,38.0,1.0,15.0,8.0,15.0,1.0,119428.0
0,5002402,20510,38.0,1.0,15.0,8.0,15.0,1.0,119428.0
0,4707491,20510,32.0,1.0,13.0,9.0,40.0,2.0,92600.0
0,4707492,20510,32.0,1.0,13.0,9.0,40.0,2.0,92600.0
0,4773031,20510,52.0,1.0,14.0,5.0,10.0,5.0,36000.0
0,4773032,20510,52.0,1.0,14.0,5.0,10.0,5.0,36000.0
0,4805801,20510,59.0,1.0,14.0,1.0,30.0,2.0,181200.0
0,4969641,20510,69.0,1.0,15.0,1.0,0.0,2.0,27400.0
0,4969642,20510,69.0,1.0,15.0,1.0,0.0,2.0,27400.0
0,4871342,20510,57.0,1.0,13.0,4.0,16.0,3.0,151965.0
0,5002411,20510,64.0,1.0,12.0,8.0,0.0,1.0,20322.0
0,5002412,20510,64.0,1.0,12.0,8.0,0.0,1.0,20322.0
0,4805811,20510,43.0,1.0,14.0,4.0,24.0,6.0,136861.0
0,4805812,20510,43.0,1.0,14.0,4.0,24.0,6.0,136861.0
0,4969661,20510,50.0,1.0,14.0,9.0,40.0,2.0,43000.0
0,4969662,20510,50.0,1.0,14.0,9.0,40.0,2.0,43000.0
0,4805831,20510,36.0,1.0,16.0,1.0,40.0,2.0,170100.0
0,4805832,20510,36.0,1.0,16.0,1.0,40.0,2.0,170100.0
0,4773071,20510,50.0,1.0,16.0,4.0,50.0,4.0,201500.0
0,4773072,20510,50.0,1.0,16.0,4.0,50.0,4.0,201500.0
0,5002452,20510,46.0,1.0,13.0,4.0,0.0,5.0,74769.0
0,4707541,20510,75.0,2.0,11.0,9.0,0.0,3.0,23162.0
0,4707542,20510,75.0,2.0,11.0,9.0,0.0,3.0,23162.0
0,4805852,20510,30.0,1.0,15.0,7.0,40.0,2.0,48300.0
0,5002461,20510,26.0,1.0,15.0,2.0,40.0,3.0,90000.0
0,5002462,20510,26.0,1.0,15.0,2.0,40.0,3.0,90000.0
0,4707551,20510,37.0,1.0,12.0,5.0,40.0,6.0,125000.0
0,4707552,20510,37.0,1.0,12.0,5.0,40.0,6.0,125000.0
0,4871391,20510,36.0,1.0,15.0,1.0,40.0,2.0,190000.0
0,4969701,20510,20.0,1.0,13.0,8.0,10.0,1.0,4001.0
0,5002471,20510,33.0,1.0,16.0,6.0,55.0,3.0,388164.0
0,5002472,20510,33.0,1.0,16.0,6.0,55.0,3.0,388164.0
0,4773111,20510,56.0,1.0,12.0,1.0,40.0,2.0,46000.0
0,4773112,20510,56.0,1.0,12.0,1.0,40.0,2.0,46000.0
0,4969721,20510,33.0,1.0,15.0,3.0,40.0,4.0,53000.0
0,4969722,20510,33.0,1.0,15.0,3.0,40.0,4.0,53000.0
0,4707581,20510,33.0,1.0,15.0,2.0,40.0,3.0,50000.0
0,4707582,20510,33.0,1.0,15.0,2.0,40.0,3.0,50000.0
0,4969731,20510,50.0,1.0,16.0,3.0,40.0,3.0,340000.0
0,4871431,20510,74.0,1.0,15.0,8.0,0.0,1.0,22182.0
0,4871432,20510,74.0,1.0,15.0,8.0,0.0,1.0,22182.0
0,4707601,20510,50.0,1.0,16.0,8.0,40.0,1.0,90950.0
0,4707602,20510,50.0,1.0,16.0,8.0,40.0,1.0,90950.0
0,4871441,20510,41.0,1.0,13.0,3.0,0.0,5.0,150000.0
0,4871442,20510,41.0,1.0,13.0,3.0,0.0,5.0,150000.0
0,4969752,20510,67.0,1.0,13.0,8.0,0.0,1.0,19068.0
0,4871451,20510,34.0,1.0,16.0,1.0,45.0,2.0,300040.0
0,4871452,20510,34.0,1.0,16.0,1.0,45.0,2.0,300040.0
0,4707621,20510,60.0,1.0,11.0,8.0,0.0,1.0,2984.0
0,4707622,20510,60.0,1.0,11.0,8.0,0.0,1.0,2984.0
0,4871461,20510,47.0,1.0,14.0,3.0,40.0,4.0,26720.0
0,4871462,20510,47.0,1.0,14.0,3.0,40.0,4.0,26720.0
0,4805931,20510,46.0,1.0,15.0,9.0,60.0,4.0,0.0
0,4969771,20510,35.0,1.0,13.0,2.0,40.0,3.0,38000.0
0,4969772,20510,35.0,1.0,13.0,2.0,40.0,3.0,38000.0
0,4707631,20510,44.0,1.0,11.0,8.0,0.0,1.0,1900.0
0,4707632,20510,44.0,1.0,11.0,8.0,0.0,1.0,1900.0
0,4773171,20510,20.0,1.0,12.0,8.0,15.0,1.0,4201.0
0,4773172,20510,20.0,1.0,12.0,8.0,15.0,1.0,4201.0
0,4707641,20510,60.0,1.0,15.0,4.0,15.0,3.0,186040.0
0,5002572,20510,75.0,1.0,14.0,8.0,0.0,1.0,25992.0
0,4969811,20510,76.0,1.0,14.0,9.0,0.0,2.0,0.0
0,4969812,20510,76.0,1.0,14.0,9.0,0.0,2.0,0.0
0,4871511,20510,29.0,1.0,13.0,9.0,40.0,2.0,74000.0
0,4871512,20510,29.0,1.0,13.0,9.0,40.0,2.0,74000.0
0,4871521,20510,59.0,1.0,13.0,5.0,40.0,4.0,115382.0
0,4773221,20510,67.0,1.0,15.0,9.0,0.0,2.0,263623.0
0,4871531,20510,59.0,1.0,15.0,9.0,35.0,2.0,44752.0
0,4871532,20510,59.0,1.0,15.0,9.0,35.0,2.0,44752.0
0,4773231,20510,26.0,1.0,15.0,9.0,55.0,2.0,111001.0
0,4969841,20510,60.0,2.0,12.0,8.0,0.0,1.0,3000.0
0,4969842,20510,60.0,2.0,12.0,8.0,0.0,1.0,3000.0
0,5002611,20510,55.0,1.0,12.0,8.0,25.0,1.0,18000.0
0,5002612,20510,55.0,1.0,12.0,8.0,25.0,1.0,18000.0
0,5002621,20510,66.0,2.0,14.0,1.0,0.0,2.0,27807.0
0,5002631,20510,75.0,1.0,16.0,8.0,0.0,1.0,13662.0
0,5002632,20510,75.0,1.0,16.0,8.0,0.0,1.0,13662.0
0,4806032,20510,70.0,1.0,15.0,1.0,0.0,2.0,19056.0
0,4871581,20510,35.0,1.0,15.0,2.0,50.0,3.0,220000.0
0,4871582,20510,35.0,1.0,15.0,2.0,50.0,3.0,220000.0
0,4773281,20510,39.0,1.0,15.0,8.0,40.0,1.0,89200.0
0,4773282,20510,39.0,1.0,15.0,8.0,40.0,1.0,89200.0
0,4806051,20510,29.0,1.0,12.0,8.0,40.0,1.0,0.0
0,5002661,20510,61.0,1.0,13.0,8.0,45.0,1.0,0.0
0,4871591,20510,76.0,1.0,13.0,8.0,0.0,1.0,23382.0
0,4871592,20510,76.0,1.0,13.0,8.0,0.0,1.0,23382.0
0,4806061,20510,35.0,1.0,16.0,3.0,40.0,3.0,159000.0
0,4806062,20510,35.0,1.0,16.0,3.0,40.0,3.0,159000.0
0,4969901,20510,32.0,1.0,15.0,1.0,50.0,2.0,74000.0
0,4969902,20510,32.0,1.0,15.0,1.0,50.0,2.0,74000.0
0,4871602,20510,78.0,1.0,12.0,1.0,0.0,2.0,36372.0
0,4871611,20510,64.0,1.0,11.0,8.0,0.0,1.0,0.0
0,4871612,20510,64.0,1.0,11.0,8.0,0.0,1.0,0.0
0,4806081,20510,41.0,1.0,15.0,2.0,40.0,4.0,84667.0
0,4773331,20510,78.0,1.0,15.0,9.0,0.0,3.0,22200.0
0,4773332,20510,78.0,1.0,15.0,9.0,0.0,3.0,22200.0
0,4707801,20510,31.0,1.0,12.0,8.0,0.0,1.0,0.0
0,4707802,20510,31.0,1.0,12.0,8.0,0.0,1.0,0.0
0,4773342,20510,22.0,1.0,12.0,1.0,0.0,2.0,0.0
0,4806112,20510,43.0,1.0,15.0,3.0,36.0,4.0,34583.0
0,4806122,20510,63.0,1.0,13.0,1.0,18.0,2.0,152700.0
0,4871662,20510,50.0,1.0,13.0,8.0,60.0,1.0,14.0
0,5002741,20510,34.0,1.0,13.0,8.0,40.0,1.0,6696.0
0,4871671,20510,47.0,1.0,12.0,9.0,40.0,4.0,24000.0
0,4871672,20510,47.0,1.0,12.0,9.0,40.0,4.0,24000.0
0,4773372,20510,27.0,1.0,15.0,8.0,0.0,1.0,2640.0
0,4806141,20510,47.0,1.0,13.0,9.0,40.0,3.0,215764.0
0,4806142,20510,47.0,1.0,13.0,9.0,40.0,3.0,215764.0
0,4969981,20510,61.0,1.0,13.0,8.0,50.0,1.0,72000.0
0,4969982,20510,61.0,1.0,13.0,8.0,50.0,1.0,72000.0
0,4707841,20510,36.0,1.0,16.0,1.0,0.0,2.0,0.0
0,4707842,20510,36.0,1.0,16.0,1.0,0.0,2.0,0.0
0,4773391,20510,71.0,1.0,11.0,8.0,0.0,1.0,12282.0
0,4773392,20510,71.0,1.0,11.0,8.0,0.0,1.0,12282.0
0,4806161,20510,69.0,1.0,16.0,1.0,20.0,2.0,178234.0
0,4806162,20510,69.0,1.0,16.0,1.0,20.0,2.0,178234.0
0,4970001,20510,63.0,1.0,12.0,1.0,40.0,2.0,13420.0
0,4970002,20510,63.0,1.0,12.0,1.0,40.0,2.0,13420.0
0,4970011,20510,34.0,1.0,13.0,8.0,40.0,1.0,0.0
0,4970012,20510,34.0,1.0,13.0,8.0,40.0,1.0,0.0
0,4871711,20510,77.0,1.0,0.0,8.0,0.0,1.0,9728.0
0,4871712,20510,77.0,1.0,0.0,8.0,0.0,1.0,9728.0
0,4806181,20510,40.0,1.0,14.0,8.0,0.0,1.0,0.0
0,4806182,20510,40.0,1.0,14.0,8.0,0.0,1.0,0.0
0,5002791,20510,19.0,1.0,13.0,9.0,30.0,2.0,40782.0
0,5002792,20510,19.0,1.0,13.0,9.0,30.0,2.0,40782.0
0,4773421,20510,50.0,1.0,15.0,3.0,50.0,5.0,485492.0
0,4970031,20510,48.0,1.0,15.0,3.0,0.0,4.0,42000.0
0,4707912,20510,70.0,1.0,13.0,8.0,0.0,1.0,0.0
0,4806222,20510,70.0,1.0,14.0,1.0,0.0,2.0,21496.0
0,4773461,20510,87.0,1.0,13.0,1.0,0.0,2.0,40864.0
0,4773462,20510,87.0,1.0,13.0,1.0,0.0,2.0,40864.0
0,4970071,20510,42.0,1.0,12.0,3.0,40.0,4.0,130000.0
0,4806241,20510,34.0,1.0,11.0,9.0,55.0,3.0,0.0
0,4806242,20510,34.0,1.0,11.0,9.0,55.0,3.0,0.0
0,5002861,20510,69.0,1.0,15.0,1.0,0.0,2.0,270100.0
0,5002862,20510,69.0,1.0,15.0,1.0,0.0,2.0,270100.0
0,4707951,20510,60.0,1.0,15.0,1.0,40.0,2.0,175000.0
0,4707952,20510,60.0,1.0,15.0,1.0,40.0,2.0,175000.0
0,4871801,20510,39.0,1.0,10.0,8.0,56.0,1.0,5000.0
0,4871802,20510,39.0,1.0,10.0,8.0,56.0,1.0,5000.0
0,4773502,20510,30.0,1.0,11.0,1.0,0.0,2.0,0.0
0,4970111,20510,28.0,1.0,15.0,8.0,60.0,1.0,100002.0
0,4970112,20510,28.0,1.0,15.0,8.0,60.0,1.0,100002.0
0,5002882,20510,64.0,1.0,12.0,1.0,40.0,2.0,72774.0
0,4871812,20510,33.0,1.0,14.0,3.0,0.0,4.0,0.0
0,4806281,20510,37.0,1.0,12.0,1.0,40.0,2.0,76000.0
0,5002892,20510,31.0,2.0,10.0,2.0,43.0,3.0,55000.0
0,4707981,20510,66.0,1.0,12.0,8.0,0.0,1.0,24782.0
0,4707982,20510,66.0,1.0,12.0,8.0,0.0,1.0,24782.0
0,4871821,20510,66.0,1.0,16.0,8.0,40.0,1.0,103140.0
0,4707991,20510,43.0,2.0,11.0,5.0,0.0,6.0,44349.0
0,4707992,20510,43.0,2.0,11.0,5.0,0.0,6.0,44349.0
0,4970141,20510,27.0,1.0,14.0,9.0,40.0,4.0,115000.0
0,4871842,20510,51.0,1.0,16.0,7.0,25.0,4.0,260101.0
0,4773551,20510,44.0,1.0,13.0,8.0,45.0,1.0,75011.0
0,4773552,20510,44.0,1.0,13.0,8.0,45.0,1.0,75011.0
0,4970161,20510,73.0,1.0,13.0,1.0,0.0,2.0,0.0
0,4970162,20510,73.0,1.0,13.0,1.0,0.0,2.0,0.0
0,4970171,20510,38.0,2.0,15.0,9.0,40.0,2.0,90800.0
0,4970172,20510,38.0,2.0,15.0,9.0,40.0,2.0,90800.0
0,4708041,20510,26.0,1.0,15.0,8.0,40.0,1.0,75000.0
0,4708042,20510,26.0,1.0,15.0,8.0,40.0,1.0,75000.0
0,5002962,20510,29.0,1.0,12.0,9.0,40.0,5.0,81000.0
0,4773592,20510,68.0,1.0,16.0,8.0,30.0,1.0,24000.0
0,4970201,20510,30.0,1.0,11.0,9.0,35.0,3.0,24100.0
0,4970202,20510,30.0,1.0,11.0,9.0,35.0,3.0,24100.0
0,4871901,20510,69.0,1.0,14.0,1.0,40.0,2.0,0.0
0,4970211,20510,38.0,1.0,11.0,8.0,0.0,1.0,0.0
0,4970212,20510,38.0,1.0,11.0,8.0,0.0,1.0,0.0
0,4708072,20510,40.0,1.0,14.0,8.0,55.0,1.0,2000.0
0,4871911,20510,73.0,1.0,12.0,1.0,0.0,2.0,42582.0
0,4871912,20510,73.0,1.0,12.0,1.0,0.0,2.0,42582.0
0,4773611,20510,65.0,1.0,16.0,1.0,65.0,2.0,354158.0
0,4773612,20510,65.0,1.0,16.0,1.0,65.0,2.0,354158.0
0,4806391,20510,64.0,1.0,15.0,1.0,40.0,2.0,1986.0
0,4970231,20510,31.0,1.0,15.0,2.0,40.0,3.0,200000.0
0,4970232,20510,31.0,1.0,15.0,2.0,40.0,3.0,200000.0
0,4773631,20510,45.0,1.0,15.0,3.0,0.0,6.0,87125.0
0,4773632,20510,45.0,1.0,15.0,3.0,0.0,6.0,87125.0
0,4970241,20510,77.0,1.0,15.0,1.0,0.0,2.0,3564.0
0,4970242,20510,77.0,1.0,15.0,1.0,0.0,2.0,3564.0
0,5003011,20510,60.0,1.0,16.0,8.0,30.0,1.0,80000.0
0,5003012,20510,60.0,1.0,16.0,8.0,30.0,1.0,80000.0
0,4708101,20510,57.0,1.0,15.0,3.0,0.0,3.0,27782.0
0,5003022,20510,78.0,1.0,16.0,8.0,0.0,1.0,49146.0
0,4871961,20510,64.0,1.0,12.0,8.0,0.0,1.0,14040.0
0,4773661,20510,65.0,1.0,13.0,8.0,40.0,1.0,32000.0
0,4773662,20510,65.0,1.0,13.0,8.0,40.0,1.0,32000.0
0,4806431,20510,36.0,1.0,16.0,3.0,0.0,5.0,85200.0
0,4806432,20510,36.0,1.0,16.0,3.0,0.0,5.0,85200.0
0,4970281,20510,77.0,1.0,16.0,8.0,30.0,1.0,134226.0
0,4970282,20510,77.0,1.0,16.0,8.0,30.0,1.0,134226.0
0,5003051,20510,60.0,1.0,10.0,9.0,40.0,2.0,50000.0
0,5003052,20510,60.0,1.0,10.0,9.0,40.0,2.0,50000.0
0,4708151,20510,79.0,1.0,15.0,1.0,0.0,2.0,81344.0
0,4708152,20510,79.0,1.0,15.0,1.0,0.0,2.0,81344.0
0,4806462,20510,72.0,1.0,15.0,1.0,38.0,2.0,0.0
0,4970302,20510,58.0,1.0,15.0,1.0,50.0,2.0,147100.0
0,4806471,20510,38.0,1.0,16.0,9.0,50.0,2.0,241300.0
0,5003081,20510,87.0,1.0,14.0,8.0,0.0,1.0,39800.0
0,5003082,20510,87.0,1.0,14.0,8.0,0.0,1.0,39800.0
0,4872012,20510,34.0,1.0,12.0,3.0,40.0,3.0,77000.0
0,4773711,20510,53.0,1.0,13.0,8.0,30.0,1.0,34000.0
0,4773712,20510,53.0,1.0,13.0,8.0,30.0,1.0,34000.0
0,4708181,20510,65.0,1.0,12.0,1.0,0.0,2.0,28850.0
0,4970331,20510,75.0,1.0,12.0,1.0,0.0,2.0,41673.0
0,4970332,20510,75.0,1.0,12.0,1.0,0.0,2.0,41673.0
0,5003111,20510,78.0,1.0,16.0,1.0,0.0,2.0,119420.0
0,4806511,20510,87.0,1.0,13.0,8.0,0.0,1.0,31982.0
0,4806512,20510,87.0,1.0,13.0,8.0,0.0,1.0,31982.0
0,4708212,20510,71.0,1.0,15.0,1.0,0.0,2.0,83450.0
0,5003131,20510,42.0,1.0,14.0,7.0,40.0,2.0,52400.0
0,4806531,20510,72.0,1.0,12.0,4.0,0.0,4.0,9509.0
0,5003141,20510,87.0,1.0,12.0,1.0,0.0,2.0,27064.0
0,5003142,20510,87.0,1.0,12.0,1.0,0.0,2.0,27064.0
0,4708231,20510,59.0,1.0,15.0,9.0,84.0,2.0,54400.0
0,4708232,20510,59.0,1.0,15.0,9.0,84.0,2.0,54400.0
0,4773781,20510,54.0,1.0,15.0,8.0,40.0,1.0,125000.0
0,4773782,20510,54.0,1.0,15.0,8.0,40.0,1.0,125000.0
0,4806551,20510,43.0,1.0,14.0,8.0,40.0,1.0,40000.0
0,4806561,20510,81.0,1.0,16.0,1.0,20.0,2.0,174152.0
0,4806562,20510,81.0,1.0,16.0,1.0,20.0,2.0,174152.0
0,4708261,20510,65.0,1.0,14.0,8.0,30.0,1.0,43160.0
0,4708262,20510,65.0,1.0,14.0,8.0,30.0,1.0,43160.0
0,4773801,20510,63.0,1.0,13.0,8.0,0.0,1.0,8066.0
0,4773802,20510,63.0,1.0,13.0,8.0,0.0,1.0,8066.0
0,4806571,20510,33.0,2.0,16.0,8.0,40.0,1.0,63000.0
0,4806572,20510,33.0,2.0,16.0,8.0,40.0,1.0,63000.0
0,4970411,20510,52.0,1.0,12.0,8.0,40.0,1.0,45000.0
0,4970412,20510,52.0,1.0,12.0,8.0,40.0,1.0,45000.0
0,4773811,20510,41.0,1.0,16.0,8.0,40.0,1.0,100000.0
0,4773812,20510,41.0,1.0,16.0,8.0,40.0,1.0,100000.0
0,4708281,20510,77.0,2.0,15.0,8.0,20.0,1.0,5442.0
0,4708282,20510,77.0,2.0,15.0,8.0,20.0,1.0,5442.0
0,4970431,20510,58.0,1.0,13.0,1.0,40.0,2.0,13182.0
0,4970432,20510,58.0,1.0,13.0,1.0,40.0,2.0,13182.0
0,4708291,20510,87.0,1.0,15.0,1.0,0.0,2.0,82247.0
0,4708292,20510,87.0,1.0,15.0,1.0,0.0,2.0,82247.0
0,5003201,20510,78.0,1.0,12.0,1.0,0.0,2.0,3564.0
0,5003202,20510,78.0,1.0,12.0,1.0,0.0,2.0,3564.0
0,4708301,20510,69.0,1.0,15.0,8.0,0.0,1.0,24360.0
0,4708302,20510,69.0,1.0,15.0,8.0,0.0,1.0,24360.0
0,4773851,20510,38.0,1.0,15.0,8.0,55.0,1.0,75100.0
0,4773852,20510,38.0,1.0,15.0,8.0,55.0,1.0,75100.0
0,4708331,20510,42.0,1.0,15.0,3.0,40.0,4.0,106000.0
0,4708332,20510,42.0,1.0,15.0,3.0,40.0,4.0,106000.0
0,4872171,20510,62.0,1.0,12.0,1.0,0.0,2.0,15084.0
0,4872172,20510,62.0,1.0,12.0,1.0,0.0,2.0,15084.0
0,4708341,20510,81.0,1.0,16.0,1.0,35.0,2.0,267991.0
0,4708342,20510,81.0,1.0,16.0,1.0,35.0,2.0,267991.0
0,4872191,20510,46.0,1.0,13.0,9.0,0.0,4.0,58020.0
0,4872192,20510,46.0,1.0,13.0,9.0,0.0,4.0,58020.0
0,4708361,20510,45.0,1.0,14.0,4.0,35.0,3.0,52980.0
0,4872201,20510,64.0,1.0,11.0,8.0,0.0,1.0,13782.0
0,4872202,20510,64.0,1.0,11.0,8.0,0.0,1.0,13782.0
0,4970511,20510,47.0,1.0,13.0,8.0,35.0,1.0,17000.0
0,4970512,20510,47.0,1.0,13.0,8.0,35.0,1.0,17000.0
0,4708371,20510,55.0,1.0,15.0,1.0,40.0,2.0,0.0
0,4708372,20510,55.0,1.0,15.0,1.0,40.0,2.0,0.0
0,4773911,20510,35.0,2.0,13.0,9.0,40.0,4.0,16720.0
0,4773912,20510,35.0,2.0,13.0,9.0,40.0,4.0,16720.0
0,4806681,20510,43.0,1.0,14.0,8.0,40.0,1.0,2800.0
0,4806682,20510,43.0,1.0,14.0,8.0,40.0,1.0,2800.0
0,4970521,20510,64.0,1.0,14.0,4.0,0.0,3.0,0.0
0,4970522,20510,64.0,1.0,14.0,4.0,0.0,3.0,0.0
0,4872221,20510,63.0,1.0,13.0,1.0,0.0,2.0,25402.0
0,4872222,20510,63.0,1.0,13.0,1.0,0.0,2.0,25402.0
0,5003301,20510,32.0,1.0,16.0,5.0,40.0,5.0,179000.0
0,5003302,20510,32.0,1.0,16.0,5.0,40.0,5.0,179000.0
0,4708392,20510,63.0,1.0,15.0,8.0,50.0,1.0,60892.0
0,4806701,20510,63.0,1.0,14.0,8.0,0.0,1.0,4149.0
0,4806702,20510,63.0,1.0,14.0,8.0,0.0,1.0,4149.0
0,5003312,20510,41.0,1.0,15.0,4.0,50.0,4.0,0.0
0,4806711,20510,79.0,1.0,12.0,1.0,0.0,2.0,51724.0
0,4806712,20510,79.0,1.0,12.0,1.0,0.0,2.0,51724.0
0,4708411,20510,35.0,1.0,12.0,2.0,40.0,4.0,85000.0
0,4708412,20510,35.0,1.0,12.0,2.0,40.0,4.0,85000.0
0,4773962,20510,35.0,1.0,15.0,5.0,50.0,4.0,120000.0
0,4806741,20510,37.0,1.0,12.0,4.0,0.0,9.0,0.0
0,4806742,20510,37.0,1.0,12.0,4.0,0.0,9.0,0.0
0,4773981,20510,31.0,1.0,15.0,1.0,50.0,2.0,164250.0
0,4773982,20510,31.0,1.0,15.0,1.0,50.0,2.0,164250.0
0,5003361,20510,43.0,1.0,14.0,3.0,0.0,6.0,0.0
0,4708451,20510,59.0,1.0,12.0,1.0,0.0,2.0,0.0
0,4708452,20510,59.0,1.0,12.0,1.0,0.0,2.0,0.0
0,4970601,20510,48.0,1.0,12.0,7.0,40.0,3.0,14400.0
0,4970602,20510,48.0,1.0,12.0,7.0,40.0,3.0,14400.0
0,5003371,20510,87.0,1.0,16.0,1.0,0.0,2.0,170012.0
0,4970611,20510,52.0,1.0,14.0,6.0,40.0,3.0,56000.0
0,5003381,20510,70.0,1.0,16.0,4.0,0.0,3.0,196920.0
0,5003382,20510,70.0,1.0,16.0,4.0,0.0,3.0,196920.0
0,4774012,20510,67.0,1.0,12.0,1.0,0.0,2.0,25364.0
0,4708481,20510,68.0,1.0,16.0,1.0,0.0,2.0,233426.0
0,4774021,20510,56.0,1.0,12.0,8.0,37.0,1.0,17520.0
0,4774022,20510,56.0,1.0,12.0,8.0,37.0,1.0,17520.0
0,4806792,20510,50.0,1.0,16.0,4.0,45.0,4.0,155095.0
0,5003401,20510,67.0,1.0,15.0,1.0,0.0,2.0,85956.0
0,4708491,20510,34.0,1.0,15.0,2.0,20.0,4.0,36000.0
0,4708492,20510,34.0,1.0,15.0,2.0,20.0,4.0,36000.0
0,4872331,20510,47.0,1.0,16.0,1.0,50.0,2.0,200000.0
0,4872332,20510,47.0,1.0,16.0,1.0,50.0,2.0,200000.0
0,4970642,20510,49.0,2.0,12.0,4.0,18.0,4.0,97909.0
0,4806811,20510,46.0,2.0,12.0,4.0,99.0,5.0,120000.0
0,4774051,20510,60.0,1.0,15.0,8.0,0.0,1.0,38400.0
0,4774052,20510,60.0,1.0,15.0,8.0,0.0,1.0,38400.0
0,4806821,20510,23.0,1.0,14.0,8.0,30.0,1.0,41000.0
0,4806822,20510,23.0,1.0,14.0,8.0,30.0,1.0,41000.0
0,4970661,20510,18.0,1.0,12.0,9.0,70.0,2.0,29100.0
